Id,Latitud,Longitud,Año,Mes,Día,Hora,Minuto,Segundo,Velocidad (km/h),is_microparada
1,-12.055767,-77.0564,2025,9,29,22,16,44,0,1
2,-12.0555,-77.057483,2025,9,29,22,17,43,7,0
3,-12.05455,-77.060567,2025,9,29,22,18,43,21,0
4,-12.0543,-77.061267,2025,9,29,22,19,43,5,1
5,-12.053483,-77.063483,2025,9,29,22,20,43,15,0
6,-12.053417,-77.06355,2025,9,29,22,21,12,1,1
7,-12.052683,-77.0658,2025,9,29,22,22,12,15,0
8,-12.05245,-77.066533,2025,9,29,22,23,12,5,1
9,-12.052483,-77.066683,2025,9,29,22,23,23,5,1
10,-12.05255,-77.066833,2025,9,29,22,23,27,16,0
11,-12.052683,-77.066883,2025,9,29,22,23,30,20,0
12,-12.054267,-77.066733,2025,9,29,22,23,51,30,0
13,-12.054317,-77.066783,2025,9,29,22,23,53,14,0
14,-12.054383,-77.067517,2025,9,29,22,24,7,21,0
15,-12.054517,-77.068967,2025,9,29,22,25,7,9,0
16,-12.054517,-77.068967,2025,9,29,22,25,17,0,1
17,-12.0547,-77.070567,2025,9,29,22,26,17,10,0
18,-12.054667,-77.070733,2025,9,29,22,26,57,2,1
19,-12.0546,-77.070783,2025,9,29,22,26,59,16,0
20,-12.053017,-77.070917,2025,9,29,22,27,59,11,0
21,-12.049667,-77.071283,2025,9,29,22,28,59,23,0
22,-12.04965,-77.071283,2025,9,29,22,29,21,0,1
23,-12.049267,-77.071383,2025,9,29,22,29,32,14,0
24,-12.0492,-77.071483,2025,9,29,22,29,36,11,0
25,-12.049383,-77.073083,2025,9,29,22,30,36,11,0
26,-12.04975,-77.077383,2025,9,29,22,31,36,28,0
27,-12.0498,-77.0776,2025,9,29,22,32,8,3,1
28,-12.050017,-77.077833,2025,9,29,22,32,58,3,1
29,-12.050067,-77.077767,2025,9,29,22,33,0,17,0
30,-12.050133,-77.077633,2025,9,29,22,33,3,19,0
31,-12.0501,-77.077417,2025,9,29,22,34,3,1,1
32,-12.0501,-77.077417,2025,9,29,22,35,3,0,1
33,-12.0501,-77.077417,2025,9,29,22,36,3,0,1
34,-12.0501,-77.077417,2025,9,29,22,37,3,0,1
35,-12.0501,-77.077417,2025,9,29,22,38,3,0,1
36,-12.050133,-77.077217,2025,9,29,22,38,25,4,1
37,-12.04975,-77.07405,2025,9,29,22,39,25,21,0
38,-12.049517,-77.0719,2025,9,29,22,40,25,14,0
