Id,Latitud,Longitud,Año,Mes,Día,Hora,Minuto,Segundo,Velocidad (km/h),is_microparada
115,-11.936817,-76.696183,2025,9,30,0,0,17,8,0
116,-11.936567,-76.695967,2025,9,30,0,1,16,2,1
117,-11.936567,-76.695967,2025,9,30,0,2,16,0,1
118,-11.935817,-76.69535,2025,9,30,0,3,16,6,0
119,-11.935083,-76.694767,2025,9,30,0,4,16,6,0
120,-11.9349,-76.6946,2025,9,30,0,5,3,2,1
121,-11.9347,-76.69445,2025,9,30,0,6,3,2,1
122,-11.934567,-76.69435,2025,9,30,0,6,18,4,1
123,-11.934267,-76.694117,2025,9,30,0,7,18,2,1
124,-11.9342,-76.694067,2025,9,30,0,7,36,2,1
125,-11.93305,-76.693133,2025,9,30,0,8,36,10,0
126,-11.930083,-76.69075,2025,9,30,0,9,36,25,0
127,-11.927533,-76.688433,2025,9,30,0,10,36,23,0
128,-11.9262,-76.68625,2025,9,30,0,11,36,17,0
129,-11.92405,-76.683567,2025,9,30,0,12,36,23,0
130,-11.923833,-76.682633,2025,9,30,0,12,52,24,0
131,-11.9238,-76.680083,2025,9,30,0,13,22,33,0
132,-11.922983,-76.679,2025,9,30,0,14,22,9,0
133,-11.921783,-76.676967,2025,9,30,0,15,22,16,0
134,-11.920733,-76.673283,2025,9,30,0,16,22,25,0
135,-11.921067,-76.669817,2025,9,30,0,17,22,23,0
136,-11.921133,-76.66925,2025,9,30,0,18,22,4,1
137,-11.921133,-76.669133,2025,9,30,0,18,29,7,0
138,-11.921467,-76.666117,2025,9,30,0,19,29,20,0
139,-11.9222,-76.663367,2025,9,30,0,20,29,19,0
140,-11.923733,-76.661433,2025,9,30,0,21,29,16,0
141,-11.923733,-76.661633,2025,9,30,0,22,29,1,1
142,-11.923733,-76.661633,2025,9,30,0,23,29,0,1
143,-11.923733,-76.6616,2025,9,30,0,23,48,1,1
144,-11.923717,-76.661567,2025,9,30,0,23,51,4,1
145,-11.92365,-76.661567,2025,9,30,0,24,0,3,1
146,-11.9236,-76.661567,2025,9,30,0,24,2,10,0
147,-11.923533,-76.66165,2025,9,30,0,24,5,14,0
148,-11.9214,-76.66595,2025,9,30,0,25,5,31,0
149,-11.921033,-76.669267,2025,9,30,0,26,5,22,0
150,-11.921067,-76.6693,2025,9,30,0,26,10,3,1
151,-11.921117,-76.669317,2025,9,30,0,26,13,7,0
152,-11.92125,-76.669283,2025,9,30,0,26,21,7,0
153,-11.921283,-76.669233,2025,9,30,0,26,29,3,1
154,-11.921283,-76.669233,2025,9,30,0,29,31,0,1
155,-11.921283,-76.669233,2025,9,30,0,32,3,0,1
156,-11.921283,-76.669233,2025,9,30,0,32,7,0,1
157,-11.921133,-76.6691,2025,9,30,0,32,49,2,1
158,-11.921467,-76.66615,2025,9,30,0,33,49,19,0
159,-11.922333,-76.66315,2025,9,30,0,34,47,21,0
160,-11.9236,-76.661767,2025,9,30,0,35,19,23,0
161,-11.923667,-76.661783,2025,9,30,0,35,22,10,0
162,-11.923733,-76.6618,2025,9,30,0,35,28,5,1
163,-11.923767,-76.661767,2025,9,30,0,35,35,3,1
164,-11.923767,-76.661667,2025,9,30,0,36,33,1,1
165,-11.923767,-76.661667,2025,9,30,0,37,47,0,1
166,-11.923767,-76.661667,2025,9,30,0,37,50,0,1
167,-11.923767,-76.661667,2025,9,30,0,38,5,0,1
168,-11.923767,-76.661667,2025,9,30,0,40,57,0,1
169,-11.923767,-76.661667,2025,9,30,0,44,7,0,1
170,-11.923767,-76.661667,2025,9,30,0,47,17,0,1
171,-11.923767,-76.661667,2025,9,30,0,50,28,0,1
172,-11.923767,-76.661667,2025,9,30,0,53,38,0,1
173,-11.923767,-76.661667,2025,9,30,0,56,50,0,1
174,-11.923767,-76.661667,2025,9,30,0,59,22,0,1
175,-11.923767,-76.661667,2025,9,30,0,59,25,0,1
176,-11.923767,-76.661667,2025,9,30,1,0,22,0,1
177,-11.923583,-76.6616,2025,9,30,1,1,22,1,1
