Id,Fecha y hora,posición,Distancia (m),Tiempo de registro (s),Velocidad (km/h)
162,29/09/2025 23:49:50,S12 03.674 W77 00.870,68,0:01:00,4
163,29/09/2025 23:50:50,S12 03.678 W77 00.901,57,0:01:00,3
164,29/09/2025 23:51:50,S12 03.678 W77 00.912,20,0:01:00,1
165,29/09/2025 23:52:50,S12 03.678 W77 00.912,0,0:01:00,0
166,29/09/2025 23:53:50,S12 03.678 W77 00.912,0,0:01:00,0
167,29/09/2025 23:54:50,S12 03.678 W77 00.912,0,0:01:00,0
168,29/09/2025 23:55:50,S12 03.678 W77 00.912,0,0:01:00,0
169,29/09/2025 23:56:50,S12 03.678 W77 00.912,0,0:01:00,0
170,29/09/2025 23:57:50,S12 03.697 W77 01.064,277,0:01:00,17
171,29/09/2025 23:58:04,S12 03.697 W77 01.067,6,0:00:14,1
172,29/09/2025 23:58:57,S12 03.712 W77 01.192,228,0:00:53,15
173,29/09/2025 23:58:59,S12 03.709 W77 01.194,7,0:00:02,13
174,29/09/2025 23:59:12,S12 03.669 W77 01.198,74,0:00:13,20
175,29/09/2025 23:59:27,S12 03.642 W77 01.202,50,0:00:15,12
176,29/09/2025 23:59:31,S12 03.638 W77 01.203,8,0:00:04,8
177,29/09/2025 23:59:36,S12 03.635 W77 01.205,6,0:00:05,4
178,29/09/2025 23:59:38,S12 03.635 W77 01.209,7,0:00:02,12
179,30/09/2025 00:00:38,S12 03.647 W77 01.285,141,0:01:00,8
180,30/09/2025 00:01:38,S12 03.665 W77 01.438,279,0:01:00,17
181,30/09/2025 00:02:38,S12 03.683 W77 01.555,214,0:01:00,13
182,30/09/2025 00:03:17,S12 03.682 W77 01.564,16,0:00:39,2
183,30/09/2025 00:04:17,S12 03.689 W77 01.619,102,0:01:00,6
184,30/09/2025 00:04:20,S12 03.690 W77 01.623,6,0:00:03,7
185,30/09/2025 00:05:20,S12 03.694 W77 01.661,70,0:01:00,4
186,30/09/2025 00:06:20,S12 03.695 W77 01.673,22,0:01:00,1
187,30/09/2025 00:07:20,S12 03.701 W77 01.719,85,0:01:00,5
188,30/09/2025 00:08:20,S12 03.706 W77 01.757,69,0:01:00,4
189,30/09/2025 00:08:57,S12 03.707 W77 01.764,14,0:00:37,1
190,30/09/2025 00:09:45,S12 03.728 W77 01.901,251,0:00:48,19
191,30/09/2025 00:09:47,S12 03.730 W77 01.903,7,0:00:02,12
192,30/09/2025 00:09:49,S12 03.734 W77 01.903,7,0:00:02,13
193,30/09/2025 00:10:17,S12 03.804 W77 01.896,130,0:00:28,17
194,30/09/2025 00:10:19,S12 03.807 W77 01.899,7,0:00:02,12
195,30/09/2025 00:10:21,S12 03.808 W77 01.904,9,0:00:02,17
196,30/09/2025 00:11:21,S12 03.816 W77 02.009,191,0:01:00,11
197,30/09/2025 00:12:13,S12 03.817 W77 02.013,8,0:00:52,1
198,30/09/2025 00:13:13,S12 03.829 W77 02.084,129,0:01:00,8
199,30/09/2025 00:14:13,S12 03.830 W77 02.103,35,0:01:00,2
200,30/09/2025 00:15:13,S12 03.835 W77 02.147,79,0:01:00,5
201,30/09/2025 00:15:52,S12 03.837 W77 02.153,12,0:00:39,1
202,30/09/2025 00:16:52,S12 03.847 W77 02.226,133,0:01:00,8
203,30/09/2025 00:17:35,S12 03.848 W77 02.235,17,0:00:43,1
204,30/09/2025 00:18:35,S12 03.851 W77 02.268,62,0:01:00,4
205,30/09/2025 00:19:35,S12 03.854 W77 02.277,17,0:01:00,1
206,30/09/2025 00:20:35,S12 03.854 W77 02.289,21,0:01:00,1
207,30/09/2025 00:21:21,S12 03.855 W77 02.296,12,0:00:46,1
208,30/09/2025 00:22:21,S12 03.859 W77 02.312,31,0:01:00,2
209,30/09/2025 00:22:40,S12 03.860 W77 02.316,7,0:00:19,1
210,30/09/2025 00:23:40,S12 03.883 W77 02.512,359,0:01:00,22
211,30/09/2025 00:24:40,S12 03.887 W77 02.535,43,0:01:00,3
212,30/09/2025 00:24:58,S12 03.889 W77 02.541,12,0:00:18,2
213,30/09/2025 00:25:58,S12 03.889 W77 02.564,40,0:01:00,2
214,30/09/2025 00:26:10,S12 03.892 W77 02.573,18,0:00:12,6
215,30/09/2025 00:27:10,S12 03.897 W77 02.603,55,0:01:00,3
216,30/09/2025 00:27:36,S12 03.898 W77 02.609,11,0:00:26,1
217,30/09/2025 00:28:36,S12 03.906 W77 02.647,71,0:01:00,4
218,30/09/2025 00:29:07,S12 03.906 W77 02.655,13,0:00:31,2
219,30/09/2025 00:30:07,S12 03.914 W77 02.722,123,0:01:00,7
220,30/09/2025 00:31:07,S12 03.914 W77 02.722,2,0:01:00,0
221,30/09/2025 00:31:28,S12 03.914 W77 02.731,16,0:00:21,3
222,30/09/2025 00:31:39,S12 03.921 W77 02.753,43,0:00:11,14
223,30/09/2025 00:32:07,S12 03.969 W77 02.793,114,0:00:28,15
224,30/09/2025 00:32:10,S12 03.969 W77 02.797,7,0:00:03,9
225,30/09/2025 00:33:10,S12 03.953 W77 02.820,51,0:01:00,3
226,30/09/2025 00:34:10,S12 03.933 W77 02.842,54,0:01:00,3
227,30/09/2025 00:34:25,S12 03.929 W77 02.850,16,0:00:15,4
228,30/09/2025 00:35:25,S12 03.817 W77 02.977,311,0:01:00,19
229,30/09/2025 00:35:39,S12 03.813 W77 02.980,9,0:00:14,2
230,30/09/2025 00:35:41,S12 03.810 W77 02.979,6,0:00:02,11
231,30/09/2025 00:36:22,S12 03.723 W77 02.903,211,0:00:41,19
232,30/09/2025 00:36:32,S12 03.713 W77 02.882,44,0:00:10,16
233,30/09/2025 00:37:01,S12 03.655 W77 02.849,122,0:00:29,15
234,30/09/2025 00:37:02,S12 03.654 W77 02.848,3,0:00:01,12
235,30/09/2025 00:37:37,S12 03.528 W77 02.749,294,0:00:35,30
236,30/09/2025 00:38:37,S12 03.396 W77 02.758,244,0:01:00,15
237,30/09/2025 00:38:40,S12 03.394 W77 02.754,10,0:00:03,11
238,30/09/2025 00:39:40,S12 03.388 W77 02.717,66,0:01:00,4
239,30/09/2025 00:40:05,S12 03.383 W77 02.707,21,0:00:25,3
240,30/09/2025 00:40:11,S12 03.372 W77 02.707,20,0:00:06,12
241,30/09/2025 00:41:11,S12 03.323 W77 02.704,91,0:01:00,5
242,30/09/2025 00:42:11,S12 03.308 W77 02.702,29,0:01:00,2
243,30/09/2025 00:42:28,S12 03.305 W77 02.703,4,0:00:17,1
244,30/09/2025 00:42:39,S12 03.286 W77 02.708,36,0:00:11,12
245,30/09/2025 00:42:42,S12 03.284 W77 02.714,11,0:00:03,14
246,30/09/2025 00:43:42,S12 03.295 W77 02.849,246,0:01:00,15
247,30/09/2025 00:44:42,S12 03.310 W77 03.045,357,0:01:00,21
248,30/09/2025 00:45:42,S12 03.324 W77 03.188,259,0:01:00,16
249,30/09/2025 00:46:42,S12 03.337 W77 03.401,387,0:01:00,23
250,30/09/2025 00:47:42,S12 03.334 W77 03.420,36,0:01:00,2
251,30/09/2025 00:48:42,S12 03.332 W77 03.429,17,0:01:00,1
252,30/09/2025 00:49:42,S12 03.313 W77 03.509,149,0:01:00,9
253,30/09/2025 00:50:26,S12 03.295 W77 03.568,112,0:00:44,9
254,30/09/2025 00:51:08,S12 03.321 W77 03.696,239,0:00:42,20
255,30/09/2025 00:51:10,S12 03.318 W77 03.701,9,0:00:02,17
256,30/09/2025 00:51:12,S12 03.313 W77 03.704,12,0:00:02,21
257,30/09/2025 00:51:23,S12 03.265 W77 03.703,89,0:00:11,29
258,30/09/2025 00:51:28,S12 03.249 W77 03.700,29,0:00:05,21
259,30/09/2025 00:51:30,S12 03.245 W77 03.704,9,0:00:02,16
260,30/09/2025 00:52:30,S12 03.203 W77 03.829,241,0:01:00,14
261,30/09/2025 00:52:59,S12 03.199 W77 03.837,15,0:00:29,2
262,30/09/2025 00:53:57,S12 03.148 W77 04.001,312,0:00:58,19
263,30/09/2025 00:54:57,S12 03.149 W77 04.002,5,0:01:00,0
264,30/09/2025 00:55:15,S12 03.154 W77 04.011,18,0:00:18,4
265,30/09/2025 00:55:18,S12 03.163 W77 04.012,17,0:00:03,21
266,30/09/2025 00:55:45,S12 03.258 W77 04.004,177,0:00:27,24
267,30/09/2025 00:55:47,S12 03.260 W77 04.007,8,0:00:02,14
268,30/09/2025 00:56:47,S12 03.272 W77 04.126,216,0:01:00,13
269,30/09/2025 00:57:47,S12 03.278 W77 04.187,111,0:01:00,7
270,30/09/2025 00:58:11,S12 03.283 W77 04.245,106,0:00:24,16
271,30/09/2025 00:58:13,S12 03.279 W77 04.247,8,0:00:02,14
272,30/09/2025 00:59:13,S12 03.083 W77 04.266,364,0:01:00,22
273,30/09/2025 00:59:40,S12 02.955 W77 04.285,241,0:00:27,32
274,30/09/2025 00:59:42,S12 02.954 W77 04.289,8,0:00:02,14
