Id,Latitud,Longitud,Año,Mes,Día,Hora,Minuto,Segundo,Velocidad (km/h),is_microparada
83,-12.015633,-76.888117,2025,9,29,23,25,49,29,0
84,-12.014967,-76.886133,2025,9,29,23,26,49,14,0
85,-12.014933,-76.88605,2025,9,29,23,27,33,1,1
86,-12.014767,-76.885583,2025,9,29,23,28,33,3,1
87,-12.0146,-76.885067,2025,9,29,23,29,33,4,1
88,-12.013917,-76.8831,2025,9,29,23,30,33,14,0
89,-12.013917,-76.883067,2025,9,29,23,30,37,3,1
90,-12.013133,-76.880683,2025,9,29,23,31,37,16,0
91,-12.011367,-76.87545,2025,9,29,23,32,37,36,0
92,-12.010167,-76.870383,2025,9,29,23,33,37,34,0
93,-12.009833,-76.8687,2025,9,29,23,34,37,11,0
94,-12.009083,-76.864483,2025,9,29,23,35,37,28,0
95,-12.0084,-76.860817,2025,9,29,23,36,37,24,0
96,-12.007433,-76.855533,2025,9,29,23,37,37,35,0
97,-12.007233,-76.8544,2025,9,29,23,38,37,8,0
98,-12.007217,-76.854333,2025,9,29,23,38,38,27,0
99,-12.007,-76.853117,2025,9,29,23,39,38,8,0
100,-12.007,-76.853117,2025,9,29,23,39,51,0,1
101,-12.006,-76.8479,2025,9,29,23,40,50,35,0
102,-12.004967,-76.844833,2025,9,29,23,41,50,21,0
103,-12.0049,-76.844733,2025,9,29,23,42,15,2,1
104,-12.0006,-76.839433,2025,9,29,23,43,15,45,0
105,-11.999933,-76.838633,2025,9,29,23,44,15,7,0
106,-11.999783,-76.838517,2025,9,29,23,44,29,5,1
107,-11.9973,-76.835567,2025,9,29,23,45,29,25,0
108,-11.997283,-76.83555,2025,9,29,23,45,35,1,1
109,-11.9956,-76.833233,2025,9,29,23,46,35,19,0
110,-11.993317,-76.827767,2025,9,29,23,47,35,39,0
111,-11.99155,-76.82355,2025,9,29,23,48,35,30,0
112,-11.990183,-76.820383,2025,9,29,23,49,35,23,0
113,-11.990117,-76.820217,2025,9,29,23,50,35,1,1
114,-11.990067,-76.820067,2025,9,29,23,51,1,2,1
115,-11.98965,-76.819067,2025,9,29,23,52,1,7,0
116,-11.989317,-76.81825,2025,9,29,23,53,1,6,0
117,-11.9876,-76.814033,2025,9,29,23,54,1,30,0
118,-11.9876,-76.814017,2025,9,29,23,54,10,0,1
119,-11.986517,-76.81135,2025,9,29,23,55,10,19,0
120,-11.984817,-76.807183,2025,9,29,23,56,10,30,0
121,-11.982883,-76.800467,2025,9,29,23,57,10,46,0
122,-11.9821,-76.797267,2025,9,29,23,58,10,21,0
123,-11.98205,-76.7971,2025,9,29,23,58,24,5,1
124,-11.980283,-76.7896,2025,9,29,23,59,24,50,0
125,-11.979117,-76.78475,2025,9,30,0,0,24,33,0
126,-11.979117,-76.78475,2025,9,30,0,1,24,0,1
127,-11.979083,-76.784583,2025,9,30,0,1,25,63,0
128,-11.978233,-76.7805,2025,9,30,0,2,25,27,0
129,-11.9778,-76.77835,2025,9,30,0,3,25,14,0
130,-11.977767,-76.77825,2025,9,30,0,3,49,2,1
131,-11.977017,-76.774583,2025,9,30,0,4,49,24,0
132,-11.9765,-76.772867,2025,9,30,0,5,49,12,0
133,-11.9765,-76.77285,2025,9,30,0,5,50,4,1
134,-11.975483,-76.769617,2025,9,30,0,6,50,22,0
135,-11.974683,-76.7671,2025,9,30,0,7,51,17,0
136,-11.974083,-76.762667,2025,9,30,0,8,50,30,0
137,-11.97385,-76.760617,2025,9,30,0,9,50,13,0
138,-11.971983,-76.755933,2025,9,30,0,10,50,33,0
139,-11.9705,-76.752233,2025,9,30,0,11,50,26,0
140,-11.968767,-76.7478,2025,9,30,0,12,50,31,0
141,-11.968367,-76.745917,2025,9,30,0,13,18,27,0
142,-11.964417,-76.741883,2025,9,30,0,14,18,37,0
143,-11.961617,-76.7379,2025,9,30,0,15,18,32,0
144,-11.9578,-76.733833,2025,9,30,0,16,18,37,0
145,-11.953767,-76.729467,2025,9,30,0,17,18,39,0
146,-11.950983,-76.7257,2025,9,30,0,18,18,31,0
147,-11.949333,-76.721467,2025,9,30,0,19,18,30,0
148,-11.9474,-76.7165,2025,9,30,0,20,18,35,0
149,-11.946633,-76.713017,2025,9,30,0,21,18,23,0
150,-11.9458,-76.710133,2025,9,30,0,21,58,29,0
151,-11.94535,-76.709783,2025,9,30,0,22,6,28,0
152,-11.944033,-76.709167,2025,9,30,0,22,51,13,0
153,-11.94345,-76.70725,2025,9,30,0,23,28,21,0
154,-11.942717,-76.70415,2025,9,30,0,24,28,21,0
155,-11.941567,-76.701583,2025,9,30,0,25,28,18,0
156,-11.93935,-76.698233,2025,9,30,0,26,28,26,0
157,-11.9386,-76.69765,2025,9,30,0,27,12,9,0
158,-11.938517,-76.69765,2025,9,30,0,27,16,9,0
159,-11.938433,-76.69775,2025,9,30,0,27,20,13,0
160,-11.93785,-76.698467,2025,9,30,0,27,41,17,0
161,-11.9378,-76.698467,2025,9,30,0,27,43,12,0
162,-11.936067,-76.697083,2025,9,30,0,28,43,15,0
163,-11.934667,-76.695933,2025,9,30,0,29,43,12,0
164,-11.9336,-76.695083,2025,9,30,0,30,43,9,0
165,-11.932583,-76.6943,2025,9,30,0,31,10,19,0
166,-11.93255,-76.694317,2025,9,30,0,31,12,6,0
167,-11.932533,-76.69435,2025,9,30,0,31,14,7,0
168,-11.932533,-76.69435,2025,9,30,0,31,19,1,1
169,-11.932567,-76.694333,2025,9,30,0,32,14,0,1
170,-11.932567,-76.694333,2025,9,30,0,32,14,0,1
171,-11.932667,-76.69435,2025,9,30,0,32,43,2,1
172,-11.933483,-76.695017,2025,9,30,0,33,42,7,0
173,-11.9335,-76.695033,2025,9,30,0,34,42,0,1
174,-11.9335,-76.695033,2025,9,30,0,35,42,0,1
175,-11.9335,-76.695033,2025,9,30,0,36,42,0,1
176,-11.933983,-76.695383,2025,9,30,0,37,42,4,1
177,-11.935117,-76.6963,2025,9,30,0,38,42,10,0
178,-11.936883,-76.6977,2025,9,30,0,39,42,15,0
179,-11.937833,-76.69845,2025,9,30,0,40,12,16,0
180,-11.93795,-76.698417,2025,9,30,0,40,15,16,0
181,-11.938583,-76.697683,2025,9,30,0,40,38,17,0
182,-11.94015,-76.698983,2025,9,30,0,41,29,16,0
183,-11.941333,-76.70125,2025,9,30,0,42,29,17,0
184,-11.941633,-76.7018,2025,9,30,0,43,29,4,1
185,-11.9431,-76.706117,2025,9,30,0,44,29,30,0
186,-11.943117,-76.7062,2025,9,30,0,44,41,2,1
187,-11.943983,-76.709167,2025,9,30,0,45,38,21,0
188,-11.944583,-76.70965,2025,9,30,0,45,53,20,0
189,-11.945733,-76.710183,2025,9,30,0,46,15,23,0
190,-11.946417,-76.712117,2025,9,30,0,46,32,47,0
191,-11.947133,-76.716017,2025,9,30,0,47,32,26,0
192,-11.949217,-76.721333,2025,9,30,0,48,32,37,0
193,-11.9508,-76.7254,2025,9,30,0,49,32,29,0
194,-11.954567,-76.7305,2025,9,30,0,50,32,42,0
195,-11.960783,-76.737133,2025,9,30,0,51,23,71,0
196,-11.965,-76.7427,2025,9,30,0,52,23,46,0
197,-11.968467,-76.746317,2025,9,30,0,53,6,46,0
198,-11.970117,-76.7515,2025,9,30,0,54,6,36,0
199,-11.972317,-76.75695,2025,9,30,0,55,6,38,0
200,-11.97385,-76.761033,2025,9,30,0,56,6,29,0
201,-11.973883,-76.762767,2025,9,30,0,56,23,40,0
202,-11.973517,-76.7636,2025,9,30,0,56,30,52,0
203,-11.9744,-76.769817,2025,9,30,0,57,30,41,0
204,-11.975633,-76.772933,2025,9,30,0,58,30,22,0
205,-11.97565,-76.772933,2025,9,30,0,58,32,2,1
206,-11.977567,-76.778033,2025,9,30,0,59,32,36,0
