Id,Latitud,Longitud,Año,Mes,Día,Hora,Minuto,Segundo,Velocidad (km/h),is_microparada
34,-11.989483,-76.81865,2025,9,29,22,47,30,5,1
35,-11.989367,-76.8184,2025,9,29,22,48,23,2,1
36,-11.987417,-76.813483,2025,9,29,22,49,23,35,0
37,-11.986417,-76.811117,2025,9,29,22,50,23,17,0
38,-11.984583,-76.806717,2025,9,29,22,51,23,31,0
39,-11.98295,-76.80095,2025,9,29,22,52,23,39,0
40,-11.98155,-76.795,2025,9,29,22,53,23,40,0
41,-11.979583,-76.786733,2025,9,29,22,54,23,56,0
42,-11.9786,-76.7826,2025,9,29,22,55,23,28,0
43,-11.977283,-76.776067,2025,9,29,22,56,23,44,0
44,-11.976383,-76.7726,2025,9,29,22,57,23,23,0
45,-11.975167,-76.768583,2025,9,29,22,58,23,27,0
46,-11.974533,-76.766567,2025,9,29,22,59,23,14,0
47,-11.973933,-76.761167,2025,9,29,23,0,23,35,0
48,-11.972917,-76.7583,2025,9,29,23,1,23,20,0
49,-11.9709,-76.753267,2025,9,29,23,2,23,35,0
50,-11.9699,-76.750767,2025,9,29,23,3,23,18,0
51,-11.9685,-76.746167,2025,9,29,23,4,23,31,0
52,-11.9685,-76.746117,2025,9,29,23,4,28,4,1
53,-11.968383,-76.7459,2025,9,29,23,4,34,16,0
54,-11.9638,-76.74105,2025,9,29,23,5,34,44,0
55,-11.958,-76.734017,2025,9,29,23,6,28,67,0
56,-11.95465,-76.730433,2025,9,29,23,7,28,32,0
57,-11.9505,-76.724517,2025,9,29,23,8,28,47,0
58,-11.948583,-76.719533,2025,9,29,23,9,28,35,0
59,-11.947033,-76.7155,2025,9,29,23,10,28,28,0
60,-11.945583,-76.709917,2025,9,29,23,11,16,47,0
61,-11.944117,-76.709233,2025,9,29,23,12,16,11,0
62,-11.943667,-76.708317,2025,9,29,23,12,30,29,0
63,-11.942967,-76.70535,2025,9,29,23,13,30,20,0
64,-11.941583,-76.701567,2025,9,29,23,14,30,26,0
65,-11.939633,-76.698483,2025,9,29,23,15,30,24,0
66,-11.938533,-76.69765,2025,9,29,23,16,19,11,0
67,-11.938467,-76.6977,2025,9,29,23,16,22,12,0
68,-11.937817,-76.698467,2025,9,29,23,16,46,16,0
69,-11.93775,-76.698417,2025,9,29,23,16,48,17,0
70,-11.935817,-76.696883,2025,9,29,23,17,48,16,0
71,-11.934683,-76.69595,2025,9,29,23,18,48,10,0
72,-11.933767,-76.695183,2025,9,29,23,19,48,8,0
73,-11.933733,-76.69515,2025,9,29,23,19,56,2,1
74,-11.932633,-76.69425,2025,9,29,23,20,56,9,0
75,-11.93255,-76.694217,2025,9,29,23,21,1,7,0
76,-11.932483,-76.694217,2025,9,29,23,21,3,13,0
77,-11.932483,-76.69425,2025,9,29,23,21,6,5,1
78,-11.93255,-76.6943,2025,9,29,23,21,28,2,1
79,-11.93265,-76.694333,2025,9,29,23,21,38,5,1
80,-11.93315,-76.694733,2025,9,29,23,22,28,5,1
81,-11.93315,-76.694733,2025,9,29,23,23,43,0,1
82,-11.93315,-76.694733,2025,9,29,23,23,46,0,1
83,-11.933933,-76.695333,2025,9,29,23,24,43,7,0
84,-11.934317,-76.695617,2025,9,29,23,24,58,13,0
85,-11.934383,-76.695583,2025,9,29,23,25,5,4,1
86,-11.93475,-76.695083,2025,9,29,23,25,34,9,0
87,-11.9348,-76.695033,2025,9,29,23,25,39,5,1
88,-11.934833,-76.69505,2025,9,29,23,26,39,0,1
89,-11.934883,-76.694933,2025,9,29,23,26,52,4,1
90,-11.934983,-76.694733,2025,9,29,23,27,49,2,1
91,-11.93495,-76.694683,2025,9,29,23,27,54,5,1
92,-11.934483,-76.694383,2025,9,29,23,28,54,4,1
93,-11.9344,-76.694283,2025,9,29,23,29,31,1,1
94,-11.933333,-76.6934,2025,9,29,23,30,31,9,0
95,-11.93315,-76.69325,2025,9,29,23,31,15,2,1
96,-11.9309,-76.691433,2025,9,29,23,32,15,19,0
97,-11.929033,-76.689933,2025,9,29,23,33,15,16,0
98,-11.926217,-76.6863,2025,9,29,23,34,15,30,0
99,-11.924333,-76.68425,2025,9,29,23,35,15,18,0
100,-11.923783,-76.682667,2025,9,29,23,35,43,24,0
101,-11.923783,-76.6801,2025,9,29,23,36,23,25,0
102,-11.92285,-76.6789,2025,9,29,23,37,23,10,0
103,-11.921567,-76.676483,2025,9,29,23,38,23,18,0
104,-11.92075,-76.672483,2025,9,29,23,39,23,27,0
105,-11.92105,-76.669783,2025,9,29,23,40,23,18,0
106,-11.921283,-76.667717,2025,9,29,23,41,23,14,0
107,-11.921517,-76.66555,2025,9,29,23,42,23,14,0
108,-11.922167,-76.663333,2025,9,29,23,43,23,15,0
109,-11.92355,-76.661717,2025,9,29,23,44,13,17,0
110,-11.923617,-76.661717,2025,9,29,23,44,15,15,0
111,-11.923667,-76.66175,2025,9,29,23,44,17,10,0
112,-11.923717,-76.66175,2025,9,29,23,44,41,1,1
113,-11.923733,-76.66175,2025,9,29,23,44,42,8,0
114,-11.923767,-76.6617,2025,9,29,23,44,45,8,0
115,-11.923733,-76.661633,2025,9,29,23,45,45,1,1
116,-11.923733,-76.661633,2025,9,29,23,46,48,0,1
117,-11.923733,-76.661633,2025,9,29,23,48,55,0,1
118,-11.923733,-76.661633,2025,9,29,23,49,14,0,1
119,-11.923733,-76.661633,2025,9,29,23,49,55,0,1
120,-11.923733,-76.661633,2025,9,29,23,50,55,0,1
121,-11.923733,-76.661633,2025,9,29,23,51,55,0,1
122,-11.923733,-76.661633,2025,9,29,23,52,55,0,1
123,-11.923733,-76.661633,2025,9,29,23,53,55,0,1
124,-11.923733,-76.661633,2025,9,29,23,54,55,0,1
125,-11.923733,-76.661633,2025,9,29,23,55,55,0,1
126,-11.923533,-76.66165,2025,9,29,23,56,24,3,1
127,-11.921467,-76.6655,2025,9,29,23,57,24,29,0
128,-11.921067,-76.66925,2025,9,29,23,58,24,25,0
129,-11.9207,-76.673717,2025,9,29,23,59,24,29,0
130,-11.922067,-76.677983,2025,9,30,0,0,24,29,0
131,-11.92285,-76.678967,2025,9,30,0,1,24,8,0
132,-11.922867,-76.67895,2025,9,30,0,1,34,1,1
133,-11.923833,-76.6803,2025,9,30,0,1,56,30,0
134,-11.9246,-76.6847,2025,9,30,0,2,52,31,0
135,-11.92625,-76.686333,2025,9,30,0,3,52,15,0
136,-11.92875,-76.689683,2025,9,30,0,4,52,28,0
137,-11.931133,-76.69165,2025,9,30,0,5,52,20,0
138,-11.932433,-76.69275,2025,9,30,0,6,37,15,0
139,-11.932317,-76.693433,2025,9,30,0,6,56,15,0
140,-11.9323,-76.693567,2025,9,30,0,6,59,16,0
141,-11.932667,-76.694133,2025,9,30,0,7,26,10,0
142,-11.9326,-76.694283,2025,9,30,0,7,32,10,0
143,-11.932633,-76.694333,2025,9,30,0,7,34,14,0
144,-11.933283,-76.69485,2025,9,30,0,8,34,5,1
145,-11.933283,-76.69485,2025,9,30,0,9,34,0,1
146,-11.933683,-76.695167,2025,9,30,0,10,34,3,1
147,-11.935933,-76.696967,2025,9,30,0,11,34,19,0
148,-11.937817,-76.698517,2025,9,30,0,12,30,17,0
149,-11.9379,-76.698467,2025,9,30,0,12,33,14,0
150,-11.93855,-76.697683,2025,9,30,0,12,58,16,0
151,-11.938583,-76.6977,2025,9,30,0,13,0,7,0
152,-11.940017,-76.698867,2025,9,30,0,14,0,12,0
153,-11.9413,-76.701217,2025,9,30,0,15,0,18,0
154,-11.941333,-76.701233,2025,9,30,0,16,0,0,1
155,-11.941467,-76.70145,2025,9,30,0,16,18,5,1
156,-11.943133,-76.70625,2025,9,30,0,17,18,33,0
157,-11.944033,-76.70925,2025,9,30,0,18,18,20,0
158,-11.945783,-76.71025,2025,9,30,0,19,17,14,0
159,-11.946483,-76.712467,2025,9,30,0,19,36,48,0
160,-11.9477,-76.717383,2025,9,30,0,20,36,33,0
161,-11.949917,-76.723233,2025,9,30,0,21,36,41,0
162,-11.953433,-76.7293,2025,9,30,0,22,36,46,0
163,-11.95725,-76.7334,2025,9,30,0,23,36,37,0
164,-11.961,-76.7374,2025,9,30,0,24,36,36,0
165,-11.964133,-76.741617,2025,9,30,0,25,36,35,0
166,-11.968117,-76.745767,2025,9,30,0,26,36,38,0
167,-11.968417,-76.7461,2025,9,30,0,26,41,35,0
168,-11.970317,-76.752,2025,9,30,0,27,41,41,0
169,-11.972,-76.756217,2025,9,30,0,28,41,30,0
170,-11.9737,-76.7605,2025,9,30,0,29,41,30,0
171,-11.973717,-76.760517,2025,9,30,0,29,47,1,1
172,-11.97395,-76.76255,2025,9,30,0,30,12,32,0
173,-11.973733,-76.762917,2025,9,30,0,30,16,42,0
174,-11.973483,-76.7634,2025,9,30,0,30,21,43,0
175,-11.975083,-76.7717,2025,9,30,0,31,21,55,0
176,-11.9768,-76.775617,2025,9,30,0,32,21,28,0
177,-11.977817,-76.779283,2025,9,30,0,33,21,25,0
178,-11.978767,-76.784067,2025,9,30,0,34,21,32,0
179,-11.978817,-76.784183,2025,9,30,0,34,44,2,1
180,-11.979817,-76.788217,2025,9,30,0,35,44,27,0
181,-11.980933,-76.793,2025,9,30,0,36,44,32,0
182,-11.981883,-76.796983,2025,9,30,0,37,44,27,0
183,-11.983717,-76.804683,2025,9,30,0,38,44,52,0
184,-11.9857,-76.809733,2025,9,30,0,39,44,36,0
185,-11.987317,-76.81365,2025,9,30,0,40,44,28,0
186,-11.9886,-76.816817,2025,9,30,0,41,44,22,0
187,-11.98885,-76.817417,2025,9,30,0,42,44,4,1
188,-11.988917,-76.81755,2025,9,30,0,43,44,1,1
189,-11.989017,-76.8178,2025,9,30,0,44,29,2,1
190,-11.9891,-76.81805,2025,9,30,0,45,29,2,1
191,-11.989133,-76.818133,2025,9,30,0,46,7,1,1
192,-11.9898,-76.819733,2025,9,30,0,47,7,11,0
193,-11.990717,-76.821983,2025,9,30,0,48,7,16,0
194,-11.990733,-76.822,2025,9,30,0,48,11,2,1
195,-11.992133,-76.8253,2025,9,30,0,49,11,23,0
196,-11.993267,-76.828083,2025,9,30,0,50,11,20,0
197,-11.993267,-76.8281,2025,9,30,0,50,14,2,1
198,-11.994783,-76.831683,2025,9,30,0,51,14,25,0
199,-11.997183,-76.8356,2025,9,30,0,52,14,30,0
200,-11.99965,-76.83855,2025,9,30,0,53,14,25,0
201,-12.002383,-76.841783,2025,9,30,0,54,14,28,0
202,-12.004417,-76.844217,2025,9,30,0,55,14,21,0
203,-12.005717,-76.8471,2025,9,30,0,55,53,32,0
204,-12.006783,-76.852583,2025,9,30,0,56,53,36,0
205,-12.00825,-76.860617,2025,9,30,0,57,53,53,0
206,-12.0091,-76.865417,2025,9,30,0,58,53,32,0
207,-12.0099,-76.869817,2025,9,30,0,59,53,29,0
