Id,Fecha y hora,posición,Distancia (m),Tiempo de registro (s),Velocidad (km/h)
100,29/09/2025 23:48:45,S11 56.789 W76 42.731,647,0:01:00,39
101,29/09/2025 23:49:06,S11 56.746 W76 42.606,241,0:00:21,41
102,29/09/2025 23:49:17,S11 56.709 W76 42.583,80,0:00:11,26
103,29/09/2025 23:50:16,S11 56.666 W76 42.567,83,0:00:59,5
104,29/09/2025 23:50:47,S11 56.627 W76 42.514,121,0:00:31,14
105,29/09/2025 23:51:47,S11 56.571 W76 42.291,418,0:01:00,25
106,29/09/2025 23:52:47,S11 56.495 W76 42.094,383,0:01:00,23
107,29/09/2025 23:53:47,S11 56.463 W76 42.031,129,0:01:00,8
108,29/09/2025 23:54:42,S11 56.376 W76 41.904,281,0:00:55,18
109,29/09/2025 23:55:42,S11 56.322 W76 41.860,128,0:01:00,8
110,29/09/2025 23:56:42,S11 56.275 W76 41.823,110,0:01:00,7
111,29/09/2025 23:57:42,S11 56.268 W76 41.818,16,0:01:00,1
112,29/09/2025 23:57:51,S11 56.263 W76 41.813,13,0:00:09,5
113,29/09/2025 23:58:51,S11 56.233 W76 41.789,71,0:01:00,4
114,29/09/2025 23:59:51,S11 56.233 W76 41.789,0,0:01:00,0
115,30/09/2025 00:00:17,S11 56.209 W76 41.771,54,0:00:26,8
116,30/09/2025 00:01:16,S11 56.194 W76 41.758,38,0:00:59,2
117,30/09/2025 00:02:16,S11 56.194 W76 41.758,0,0:01:00,0
118,30/09/2025 00:03:16,S11 56.149 W76 41.721,107,0:01:00,6
119,30/09/2025 00:04:16,S11 56.105 W76 41.686,103,0:01:00,6
120,30/09/2025 00:05:03,S11 56.094 W76 41.676,27,0:00:47,2
121,30/09/2025 00:06:03,S11 56.082 W76 41.667,28,0:01:00,2
122,30/09/2025 00:06:18,S11 56.074 W76 41.661,18,0:00:15,4
123,30/09/2025 00:07:18,S11 56.056 W76 41.647,42,0:01:00,2
124,30/09/2025 00:07:36,S11 56.052 W76 41.644,9,0:00:18,2
125,30/09/2025 00:08:36,S11 55.983 W76 41.588,163,0:01:00,10
126,30/09/2025 00:09:36,S11 55.805 W76 41.445,419,0:01:00,25
127,30/09/2025 00:10:36,S11 55.652 W76 41.306,379,0:01:00,23
128,30/09/2025 00:11:36,S11 55.572 W76 41.175,281,0:01:00,17
129,30/09/2025 00:12:36,S11 55.443 W76 41.014,377,0:01:00,23
130,30/09/2025 00:12:52,S11 55.430 W76 40.958,104,0:00:16,24
131,30/09/2025 00:13:22,S11 55.428 W76 40.805,278,0:00:30,33
132,30/09/2025 00:14:22,S11 55.379 W76 40.740,148,0:01:00,9
133,30/09/2025 00:15:22,S11 55.307 W76 40.618,259,0:01:00,16
134,30/09/2025 00:16:22,S11 55.244 W76 40.397,419,0:01:00,25
135,30/09/2025 00:17:22,S11 55.264 W76 40.189,378,0:01:00,23
136,30/09/2025 00:18:22,S11 55.268 W76 40.155,62,0:01:00,4
137,30/09/2025 00:18:29,S11 55.268 W76 40.148,13,0:00:07,7
138,30/09/2025 00:19:29,S11 55.288 W76 39.967,331,0:01:00,20
139,30/09/2025 00:20:29,S11 55.332 W76 39.802,310,0:01:00,19
140,30/09/2025 00:21:29,S11 55.424 W76 39.686,271,0:01:00,16
141,30/09/2025 00:22:29,S11 55.424 W76 39.698,22,0:01:00,1
142,30/09/2025 00:23:29,S11 55.424 W76 39.698,0,0:01:00,0
143,30/09/2025 00:23:48,S11 55.424 W76 39.696,5,0:00:19,1
144,30/09/2025 00:23:51,S11 55.423 W76 39.694,3,0:00:03,4
145,30/09/2025 00:24:00,S11 55.419 W76 39.694,7,0:00:09,3
146,30/09/2025 00:24:02,S11 55.416 W76 39.694,5,0:00:02,10
147,30/09/2025 00:24:05,S11 55.412 W76 39.699,12,0:00:03,14
148,30/09/2025 00:25:05,S11 55.284 W76 39.957,524,0:01:00,31
149,30/09/2025 00:26:05,S11 55.262 W76 40.156,363,0:01:00,22
150,30/09/2025 00:26:10,S11 55.264 W76 40.158,4,0:00:05,3
151,30/09/2025 00:26:13,S11 55.267 W76 40.159,6,0:00:03,7
152,30/09/2025 00:26:21,S11 55.275 W76 40.157,16,0:00:08,7
153,30/09/2025 00:26:29,S11 55.277 W76 40.154,7,0:00:08,3
154,30/09/2025 00:29:31,S11 55.277 W76 40.154,1,0:03:02,0
155,30/09/2025 00:32:03,S11 55.277 W76 40.154,0,0:02:32,0
156,30/09/2025 00:32:07,S11 55.277 W76 40.154,0,0:00:04,0
157,30/09/2025 00:32:49,S11 55.268 W76 40.146,22,0:00:42,2
158,30/09/2025 00:33:49,S11 55.288 W76 39.969,322,0:01:00,19
159,30/09/2025 00:34:47,S11 55.340 W76 39.789,340,0:00:58,21
160,30/09/2025 00:35:19,S11 55.416 W76 39.706,207,0:00:32,23
161,30/09/2025 00:35:22,S11 55.420 W76 39.707,8,0:00:03,10
162,30/09/2025 00:35:28,S11 55.424 W76 39.708,8,0:00:06,5
163,30/09/2025 00:35:35,S11 55.426 W76 39.706,5,0:00:07,3
164,30/09/2025 00:36:33,S11 55.426 W76 39.700,11,0:00:58,1
165,30/09/2025 00:37:47,S11 55.426 W76 39.700,0,0:01:14,0
166,30/09/2025 00:37:50,S11 55.426 W76 39.700,0,0:00:03,0
167,30/09/2025 00:38:05,S11 55.426 W76 39.700,0,0:00:15,0
168,30/09/2025 00:40:57,S11 55.426 W76 39.700,0,0:02:52,0
169,30/09/2025 00:44:07,S11 55.426 W76 39.700,0,0:03:10,0
170,30/09/2025 00:47:17,S11 55.426 W76 39.700,0,0:03:10,0
171,30/09/2025 00:50:28,S11 55.426 W76 39.700,0,0:03:11,0
172,30/09/2025 00:53:38,S11 55.426 W76 39.700,0,0:03:10,0
173,30/09/2025 00:56:50,S11 55.426 W76 39.700,0,0:03:12,0
174,30/09/2025 00:59:22,S11 55.426 W76 39.700,0,0:02:32,0
175,30/09/2025 00:59:25,S11 55.426 W76 39.700,0,0:00:03,0
176,30/09/2025 01:00:22,S11 55.426 W76 39.700,0,0:00:57,0
177,30/09/2025 01:01:22,S11 55.415 W76 39.696,20,0:01:00,1
