Id,Fecha y hora,posición,Distancia (m),Tiempo de registro (s),Velocidad (km/h)
60,29/09/2025 22:59:20,S12 03.123 W77 04.266,290,0:01:00,17
61,29/09/2025 23:00:20,S12 03.192 W77 04.260,129,0:01:00,8
62,29/09/2025 23:01:20,S12 03.276 W77 04.250,156,0:01:00,9
63,29/09/2025 23:02:03,S12 03.283 W77 04.247,14,0:00:43,1
64,29/09/2025 23:02:05,S12 03.285 W77 04.242,11,0:00:02,20
65,29/09/2025 23:03:05,S12 03.277 W77 04.166,138,0:01:00,8
66,29/09/2025 23:04:04,S12 03.277 W77 04.159,13,0:00:59,1
67,29/09/2025 23:05:04,S12 03.260 W77 04.004,283,0:01:00,17
68,29/09/2025 23:05:07,S12 03.255 W77 03.998,13,0:00:03,16
69,29/09/2025 23:05:10,S12 03.248 W77 03.998,14,0:00:03,16
70,29/09/2025 23:06:10,S12 03.165 W77 04.008,155,0:01:00,9
71,29/09/2025 23:06:20,S12 03.151 W77 04.009,27,0:00:10,10
72,29/09/2025 23:06:22,S12 03.149 W77 04.007,6,0:00:02,12
73,29/09/2025 23:06:31,S12 03.149 W77 03.986,37,0:00:09,15
74,29/09/2025 23:07:31,S12 03.184 W77 03.882,199,0:01:00,12
75,29/09/2025 23:08:31,S12 03.194 W77 03.851,60,0:01:00,4
76,29/09/2025 23:08:32,S12 03.197 W77 03.842,16,0:00:01,59
77,29/09/2025 23:09:29,S12 03.250 W77 03.706,265,0:00:57,17
78,29/09/2025 23:09:31,S12 03.254 W77 03.706,8,0:00:02,14
79,29/09/2025 23:09:44,S12 03.282 W77 03.711,53,0:00:13,15
80,29/09/2025 23:09:46,S12 03.283 W77 03.708,6,0:00:02,10
81,29/09/2025 23:09:49,S12 03.283 W77 03.704,7,0:00:03,9
82,29/09/2025 23:09:52,S12 03.281 W77 03.702,6,0:00:03,7
83,29/09/2025 23:10:34,S12 03.215 W77 03.678,129,0:00:42,11
84,29/09/2025 23:10:36,S12 03.215 W77 03.673,9,0:00:02,17
85,29/09/2025 23:11:33,S12 03.252 W77 03.573,194,0:00:57,12
86,29/09/2025 23:11:35,S12 03.248 W77 03.571,8,0:00:02,14
87,29/09/2025 23:11:41,S12 03.236 W77 03.565,25,0:00:06,15
88,29/09/2025 23:11:42,S12 03.236 W77 03.563,4,0:00:01,13
89,29/09/2025 23:12:21,S12 03.278 W77 03.429,256,0:00:39,24
90,29/09/2025 23:12:23,S12 03.281 W77 03.427,5,0:00:02,10
91,29/09/2025 23:12:25,S12 03.285 W77 03.428,8,0:00:02,15
92,29/09/2025 23:13:25,S12 03.315 W77 03.448,67,0:01:00,4
93,29/09/2025 23:13:58,S12 03.324 W77 03.454,20,0:00:33,2
94,29/09/2025 23:14:02,S12 03.332 W77 03.456,15,0:00:04,14
95,29/09/2025 23:14:04,S12 03.336 W77 03.454,8,0:00:02,14
96,29/09/2025 23:14:06,S12 03.336 W77 03.449,8,0:00:02,15
97,29/09/2025 23:14:08,S12 03.332 W77 03.445,10,0:00:02,18
98,29/09/2025 23:14:26,S12 03.276 W77 03.404,127,0:00:18,25
99,29/09/2025 23:15:26,S12 03.262 W77 03.243,293,0:01:00,18
100,29/09/2025 23:16:26,S12 03.248 W77 03.065,324,0:01:00,19
101,29/09/2025 23:17:26,S12 03.242 W77 02.982,151,0:01:00,9
102,29/09/2025 23:17:57,S12 03.243 W77 02.959,41,0:00:31,5
103,29/09/2025 23:18:57,S12 03.267 W77 02.955,46,0:01:00,3
104,29/09/2025 23:19:29,S12 03.300 W77 02.949,62,0:00:32,7
105,29/09/2025 23:20:10,S12 03.401 W77 02.952,185,0:00:41,16
106,29/09/2025 23:20:13,S12 03.406 W77 02.949,10,0:00:03,13
107,29/09/2025 23:20:14,S12 03.407 W77 02.948,3,0:00:01,11
108,29/09/2025 23:20:59,S12 03.405 W77 02.834,206,0:00:45,16
109,29/09/2025 23:21:04,S12 03.421 W77 02.832,31,0:00:05,22
110,29/09/2025 23:21:47,S12 03.490 W77 02.827,127,0:00:43,11
111,29/09/2025 23:21:48,S12 03.492 W77 02.827,3,0:00:01,10
112,29/09/2025 23:22:22,S12 03.522 W77 02.837,60,0:00:34,6
113,29/09/2025 23:23:22,S12 03.627 W77 02.925,252,0:01:00,15
114,29/09/2025 23:24:22,S12 03.757 W77 03.033,310,0:01:00,19
115,29/09/2025 23:25:22,S12 03.793 W77 03.063,87,0:01:00,5
116,29/09/2025 23:26:22,S12 03.926 W77 03.177,321,0:01:00,19
117,29/09/2025 23:26:34,S12 03.944 W77 03.190,42,0:00:12,13
118,29/09/2025 23:26:36,S12 03.947 W77 03.189,6,0:00:02,11
119,29/09/2025 23:27:36,S12 03.971 W77 03.157,73,0:01:00,4
120,29/09/2025 23:27:52,S12 03.975 W77 03.154,9,0:00:16,2
121,29/09/2025 23:28:52,S12 04.036 W77 03.080,175,0:01:00,10
122,29/09/2025 23:29:21,S12 04.039 W77 03.075,10,0:00:29,1
123,29/09/2025 23:30:21,S12 04.137 W77 02.951,289,0:01:00,17
124,29/09/2025 23:31:21,S12 04.138 W77 02.946,9,0:01:00,1
125,29/09/2025 23:31:44,S12 04.146 W77 02.938,21,0:00:23,3
126,29/09/2025 23:32:44,S12 04.191 W77 02.886,127,0:01:00,8
127,29/09/2025 23:32:53,S12 04.197 W77 02.878,18,0:00:09,7
128,29/09/2025 23:32:57,S12 04.199 W77 02.870,14,0:00:04,13
129,29/09/2025 23:32:59,S12 04.197 W77 02.866,9,0:00:02,17
130,29/09/2025 23:33:59,S12 04.024 W77 02.724,410,0:01:00,25
131,29/09/2025 23:34:42,S12 03.910 W77 02.644,257,0:00:43,22
132,29/09/2025 23:35:40,S12 03.876 W77 02.381,480,0:00:58,30
133,29/09/2025 23:35:43,S12 03.882 W77 02.370,23,0:00:03,28
134,29/09/2025 23:35:50,S12 03.896 W77 02.347,49,0:00:07,25
135,29/09/2025 23:36:50,S12 03.887 W77 02.318,56,0:01:00,3
136,29/09/2025 23:37:50,S12 03.885 W77 02.305,23,0:01:00,1
137,29/09/2025 23:38:50,S12 03.881 W77 02.279,49,0:01:00,3
138,29/09/2025 23:39:50,S12 03.877 W77 02.228,91,0:01:00,5
139,29/09/2025 23:40:10,S12 03.867 W77 02.177,95,0:00:20,17
140,29/09/2025 23:40:20,S12 03.846 W77 02.163,45,0:00:10,16
141,29/09/2025 23:41:20,S12 03.828 W77 02.059,192,0:01:00,12
142,29/09/2025 23:42:17,S12 03.824 W77 02.015,79,0:00:57,5
143,29/09/2025 23:42:35,S12 03.816 W77 01.934,148,0:00:18,30
144,29/09/2025 23:42:37,S12 03.820 W77 01.931,9,0:00:02,16
145,29/09/2025 23:43:18,S12 03.892 W77 01.919,136,0:00:41,12
146,29/09/2025 23:43:20,S12 03.893 W77 01.914,10,0:00:02,18
147,29/09/2025 23:44:20,S12 03.886 W77 01.855,108,0:01:00,6
148,29/09/2025 23:45:20,S12 03.886 W77 01.855,0,0:01:00,0
149,29/09/2025 23:45:42,S12 03.885 W77 01.849,10,0:00:22,2
150,29/09/2025 23:46:42,S12 03.844 W77 01.562,525,0:01:00,32
151,29/09/2025 23:47:42,S12 03.829 W77 01.420,260,0:01:00,16
152,29/09/2025 23:48:09,S12 03.828 W77 01.412,14,0:00:27,2
153,29/09/2025 23:49:09,S12 03.788 W77 01.104,564,0:01:00,34
154,29/09/2025 23:50:09,S12 03.787 W77 01.093,20,0:01:00,1
155,29/09/2025 23:50:14,S12 03.786 W77 01.085,14,0:00:05,10
156,29/09/2025 23:51:14,S12 03.770 W77 00.957,233,0:01:00,14
157,29/09/2025 23:51:27,S12 03.769 W77 00.955,5,0:00:13,1
158,29/09/2025 23:52:27,S12 03.765 W77 00.932,42,0:01:00,3
159,29/09/2025 23:53:03,S12 03.763 W77 00.923,18,0:00:36,2
160,29/09/2025 23:53:10,S12 03.758 W77 00.918,12,0:00:07,6
161,29/09/2025 23:53:11,S12 03.757 W77 00.919,2,0:00:01,8
162,29/09/2025 23:54:11,S12 03.690 W77 00.932,126,0:01:00,8
163,29/09/2025 23:55:11,S12 03.610 W77 00.961,157,0:01:00,9
164,29/09/2025 23:55:32,S12 03.607 W77 00.963,6,0:00:21,1
165,29/09/2025 23:56:32,S12 03.469 W77 01.037,289,0:01:00,17
166,29/09/2025 23:57:32,S12 03.398 W77 01.062,139,0:01:00,8
167,29/09/2025 23:58:04,S12 03.358 W77 01.077,80,0:00:32,9
168,29/09/2025 23:58:07,S12 03.356 W77 01.075,5,0:00:03,6
169,29/09/2025 23:59:07,S12 03.328 W77 01.007,132,0:01:00,8
170,29/09/2025 23:59:26,S12 03.309 W77 00.963,87,0:00:19,17
171,30/09/2025 00:00:26,S12 03.257 W77 00.971,97,0:01:00,6
172,30/09/2025 00:01:10,S12 03.251 W77 00.970,12,0:00:44,1
173,30/09/2025 00:02:10,S12 03.195 W77 00.976,104,0:01:00,6
174,30/09/2025 00:02:32,S12 03.178 W77 00.979,32,0:00:22,5
175,30/09/2025 00:02:34,S12 03.176 W77 00.978,3,0:00:02,5
176,30/09/2025 00:02:38,S12 03.175 W77 00.975,6,0:00:04,5
177,30/09/2025 00:03:38,S12 03.173 W77 00.950,44,0:01:00,3
178,30/09/2025 00:04:05,S12 03.163 W77 00.868,150,0:00:27,20
179,30/09/2025 00:05:04,S12 03.140 W77 00.847,58,0:00:59,4
180,30/09/2025 00:06:01,S12 03.137 W77 00.841,12,0:00:57,1
181,30/09/2025 00:07:01,S12 03.133 W77 00.802,71,0:01:00,4
182,30/09/2025 00:07:09,S12 03.133 W77 00.800,3,0:00:08,1
183,30/09/2025 00:07:30,S12 03.130 W77 00.780,37,0:00:21,6
184,30/09/2025 00:07:35,S12 03.127 W77 00.778,7,0:00:05,5
185,30/09/2025 00:08:35,S12 02.992 W77 00.771,251,0:01:00,15
186,30/09/2025 00:09:35,S12 02.925 W77 00.764,124,0:01:00,7
187,30/09/2025 00:10:35,S12 02.717 W77 00.739,389,0:01:00,23
188,30/09/2025 00:11:35,S12 02.687 W77 00.741,54,0:01:00,3
189,30/09/2025 00:11:40,S12 02.664 W77 00.731,47,0:00:05,34
190,30/09/2025 00:11:44,S12 02.649 W77 00.712,45,0:00:04,40
191,30/09/2025 00:12:44,S12 02.623 W77 00.637,145,0:01:00,9
192,30/09/2025 00:12:58,S12 02.621 W77 00.635,4,0:00:14,1
193,30/09/2025 00:13:58,S12 02.572 W77 00.501,259,0:01:00,16
194,30/09/2025 00:14:58,S12 02.519 W77 00.338,311,0:01:00,19
195,30/09/2025 00:15:58,S12 02.509 W77 00.306,60,0:01:00,4
196,30/09/2025 00:16:30,S12 02.498 W77 00.285,43,0:00:32,5
197,30/09/2025 00:16:33,S12 02.496 W77 00.285,4,0:00:03,5
198,30/09/2025 00:17:33,S12 02.322 W77 00.334,336,0:01:00,20
199,30/09/2025 00:18:33,S12 02.263 W77 00.351,113,0:01:00,7
200,30/09/2025 00:19:04,S12 02.185 W77 00.416,186,0:00:31,22
201,30/09/2025 00:19:06,S12 02.181 W77 00.413,9,0:00:02,17
202,30/09/2025 00:19:27,S12 02.154 W77 00.373,89,0:00:21,15
203,30/09/2025 00:20:27,S12 02.114 W77 00.274,195,0:01:00,12
204,30/09/2025 00:21:07,S12 02.084 W77 00.196,151,0:00:40,14
205,30/09/2025 00:21:09,S12 02.085 W77 00.194,5,0:00:02,8
206,30/09/2025 00:21:12,S12 02.089 W77 00.192,9,0:00:03,10
207,30/09/2025 00:21:25,S12 02.119 W77 00.178,61,0:00:13,17
208,30/09/2025 00:21:27,S12 02.120 W77 00.174,8,0:00:02,14
209,30/09/2025 00:21:59,S12 02.094 W77 00.109,128,0:00:32,14
210,30/09/2025 00:22:59,S12 02.019 W76 59.928,355,0:01:00,21
211,30/09/2025 00:23:26,S12 02.002 W76 59.899,62,0:00:27,8
212,30/09/2025 00:23:28,S12 01.997 W76 59.898,10,0:00:02,17
213,30/09/2025 00:23:30,S12 01.992 W76 59.899,9,0:00:02,16
214,30/09/2025 00:24:30,S12 01.990 W76 59.902,7,0:01:00,0
215,30/09/2025 00:25:12,S12 01.980 W76 59.908,21,0:00:42,2
216,30/09/2025 00:26:12,S12 01.940 W76 59.928,83,0:01:00,5
217,30/09/2025 00:26:20,S12 01.939 W76 59.928,2,0:00:08,1
218,30/09/2025 00:27:20,S12 01.917 W76 59.938,46,0:01:00,3
219,30/09/2025 00:27:47,S12 01.910 W76 59.940,12,0:00:27,2
220,30/09/2025 00:28:47,S12 01.831 W76 59.974,159,0:01:00,10
221,30/09/2025 00:29:47,S12 01.797 W76 59.986,67,0:01:00,4
222,30/09/2025 00:29:51,S12 01.790 W76 59.987,13,0:00:04,12
223,30/09/2025 00:30:05,S12 01.779 W76 59.988,20,0:00:14,5
224,30/09/2025 00:30:20,S12 01.765 W76 59.993,28,0:00:15,7
225,30/09/2025 00:30:23,S12 01.765 W76 59.996,4,0:00:03,5
226,30/09/2025 00:30:25,S12 01.766 W76 59.997,4,0:00:02,7
227,30/09/2025 00:30:36,S12 01.776 W77 00.017,40,0:00:11,13
228,30/09/2025 00:30:38,S12 01.778 W77 00.017,4,0:00:02,7
229,30/09/2025 00:31:09,S12 01.793 W77 00.005,34,0:00:31,4
230,30/09/2025 00:31:10,S12 01.794 W77 00.005,2,0:00:01,8
231,30/09/2025 00:31:12,S12 01.795 W77 00.003,3,0:00:02,6
232,30/09/2025 00:31:26,S12 01.813 W76 59.987,44,0:00:14,11
233,30/09/2025 00:32:26,S12 01.853 W76 59.973,77,0:01:00,5
234,30/09/2025 00:32:55,S12 01.856 W76 59.970,7,0:00:29,1
235,30/09/2025 00:33:55,S12 01.872 W76 59.962,34,0:01:00,2
236,30/09/2025 00:33:56,S12 01.878 W76 59.960,12,0:00:01,42
237,30/09/2025 00:34:56,S12 01.963 W76 59.926,169,0:01:00,10
238,30/09/2025 00:35:36,S12 01.968 W76 59.923,10,0:00:40,1
239,30/09/2025 00:35:38,S12 01.970 W76 59.924,4,0:00:02,8
240,30/09/2025 00:35:44,S12 01.976 W76 59.933,19,0:00:06,11
241,30/09/2025 00:36:44,S12 02.041 W77 00.095,317,0:01:00,19
242,30/09/2025 00:37:37,S12 02.083 W77 00.195,198,0:00:53,13
243,30/09/2025 00:37:41,S12 02.081 W77 00.199,9,0:00:04,8
244,30/09/2025 00:37:50,S12 02.077 W77 00.207,16,0:00:09,6
245,30/09/2025 00:38:50,S12 02.100 W77 00.271,124,0:01:00,7
246,30/09/2025 00:39:03,S12 02.105 W77 00.277,13,0:00:13,4
247,30/09/2025 00:39:49,S12 02.179 W77 00.420,293,0:00:46,23
248,30/09/2025 00:39:58,S12 02.184 W77 00.421,10,0:00:09,4
249,30/09/2025 00:40:00,S12 02.187 W77 00.420,7,0:00:02,12
250,30/09/2025 00:41:00,S12 02.277 W77 00.343,218,0:01:00,13
251,30/09/2025 00:41:13,S12 02.283 W77 00.341,12,0:00:13,3
252,30/09/2025 00:42:13,S12 02.480 W77 00.291,376,0:01:00,23
253,30/09/2025 00:42:29,S12 02.497 W77 00.287,32,0:00:16,7
254,30/09/2025 00:42:31,S12 02.500 W77 00.290,7,0:00:02,12
255,30/09/2025 00:43:31,S12 02.575 W77 00.518,436,0:01:00,26
256,30/09/2025 00:44:31,S12 02.642 W77 00.706,363,0:01:00,22
257,30/09/2025 00:45:19,S12 02.677 W77 00.746,98,0:00:48,7
258,30/09/2025 00:46:19,S12 02.959 W77 00.769,524,0:01:00,31
259,30/09/2025 00:47:19,S12 03.124 W77 00.781,305,0:01:00,18
260,30/09/2025 00:47:24,S12 03.130 W77 00.783,12,0:00:05,9
261,30/09/2025 00:47:27,S12 03.131 W77 00.786,6,0:00:03,7
262,30/09/2025 00:47:50,S12 03.136 W77 00.843,105,0:00:23,16
263,30/09/2025 00:48:50,S12 03.116 W77 00.896,102,0:01:00,6
264,30/09/2025 00:49:50,S12 03.096 W77 00.953,110,0:01:00,7
265,30/09/2025 00:50:50,S12 03.087 W77 00.985,59,0:01:00,4
266,30/09/2025 00:51:50,S12 03.083 W77 01.017,59,0:01:00,4
267,30/09/2025 00:52:50,S12 03.076 W77 01.074,106,0:01:00,6
268,30/09/2025 00:53:50,S12 03.072 W77 01.084,19,0:01:00,1
269,30/09/2025 00:54:50,S12 03.072 W77 01.084,0,0:01:00,0
270,30/09/2025 00:55:18,S12 03.072 W77 01.090,11,0:00:28,1
271,30/09/2025 00:56:14,S12 03.068 W77 01.160,127,0:00:56,8
272,30/09/2025 00:56:16,S12 03.070 W77 01.162,5,0:00:02,9
273,30/09/2025 00:56:18,S12 03.074 W77 01.162,7,0:00:02,13
274,30/09/2025 00:57:18,S12 03.242 W77 01.181,313,0:01:00,19
275,30/09/2025 00:58:18,S12 03.325 W77 01.176,155,0:01:00,9
276,30/09/2025 00:59:18,S12 03.398 W77 01.172,136,0:01:00,8
277,30/09/2025 00:59:55,S12 03.408 W77 01.171,17,0:00:37,2
278,30/09/2025 01:00:55,S12 03.460 W77 01.166,98,0:01:00,6
