Id,Fecha y hora,posición,Distancia (m),Tiempo de registro (s),Velocidad (km/h)
31,29/09/2025 22:45:15,S11 59.400 W76 49.193,381,0:01:00,23
32,29/09/2025 22:46:15,S11 59.386 W76 49.167,54,0:01:00,3
33,29/09/2025 22:46:30,S11 59.383 W76 49.159,15,0:00:15,4
34,29/09/2025 22:47:30,S11 59.369 W76 49.119,77,0:01:00,5
35,29/09/2025 22:48:23,S11 59.362 W76 49.104,29,0:00:53,2
36,29/09/2025 22:49:23,S11 59.245 W76 48.809,578,0:01:00,35
37,29/09/2025 22:50:23,S11 59.185 W76 48.667,280,0:01:00,17
38,29/09/2025 22:51:23,S11 59.075 W76 48.403,519,0:01:00,31
39,29/09/2025 22:52:23,S11 58.977 W76 48.057,653,0:01:00,39
40,29/09/2025 22:53:23,S11 58.893 W76 47.700,666,0:01:00,40
41,29/09/2025 22:54:23,S11 58.775 W76 47.204,927,0:01:00,56
42,29/09/2025 22:55:23,S11 58.716 W76 46.956,462,0:01:00,28
43,29/09/2025 22:56:23,S11 58.637 W76 46.564,725,0:01:00,44
44,29/09/2025 22:57:23,S11 58.583 W76 46.356,390,0:01:00,23
45,29/09/2025 22:58:23,S11 58.510 W76 46.115,457,0:01:00,27
46,29/09/2025 22:59:23,S11 58.472 W76 45.994,231,0:01:00,14
47,29/09/2025 23:00:23,S11 58.436 W76 45.670,590,0:01:00,35
48,29/09/2025 23:01:23,S11 58.375 W76 45.498,332,0:01:00,20
49,29/09/2025 23:02:23,S11 58.254 W76 45.196,592,0:01:00,35
50,29/09/2025 23:03:23,S11 58.194 W76 45.046,295,0:01:00,18
51,29/09/2025 23:04:23,S11 58.110 W76 44.770,524,0:01:00,31
52,29/09/2025 23:04:28,S11 58.110 W76 44.767,5,0:00:05,4
53,29/09/2025 23:04:34,S11 58.103 W76 44.754,26,0:00:06,16
54,29/09/2025 23:05:34,S11 57.828 W76 44.463,734,0:01:00,44
55,29/09/2025 23:06:28,S11 57.480 W76 44.041,1002,0:00:54,67
56,29/09/2025 23:07:28,S11 57.279 W76 43.826,539,0:01:00,32
57,29/09/2025 23:08:28,S11 57.030 W76 43.471,791,0:01:00,47
58,29/09/2025 23:09:28,S11 56.915 W76 43.172,583,0:01:00,35
59,29/09/2025 23:10:28,S11 56.822 W76 42.930,471,0:01:00,28
60,29/09/2025 23:11:16,S11 56.735 W76 42.595,628,0:00:48,47
61,29/09/2025 23:12:16,S11 56.647 W76 42.554,179,0:01:00,11
62,29/09/2025 23:12:30,S11 56.620 W76 42.499,112,0:00:14,29
63,29/09/2025 23:13:30,S11 56.578 W76 42.321,331,0:01:00,20
64,29/09/2025 23:14:30,S11 56.495 W76 42.094,439,0:01:00,26
65,29/09/2025 23:15:30,S11 56.378 W76 41.909,399,0:01:00,24
66,29/09/2025 23:16:19,S11 56.312 W76 41.859,152,0:00:49,11
67,29/09/2025 23:16:22,S11 56.308 W76 41.862,10,0:00:03,12
68,29/09/2025 23:16:46,S11 56.269 W76 41.908,110,0:00:24,16
69,29/09/2025 23:16:48,S11 56.265 W76 41.905,10,0:00:02,17
70,29/09/2025 23:17:48,S11 56.149 W76 41.813,273,0:01:00,16
71,29/09/2025 23:18:48,S11 56.081 W76 41.757,161,0:01:00,10
72,29/09/2025 23:19:48,S11 56.026 W76 41.711,133,0:01:00,8
73,29/09/2025 23:19:56,S11 56.024 W76 41.709,5,0:00:08,2
74,29/09/2025 23:20:56,S11 55.958 W76 41.655,155,0:01:00,9
75,29/09/2025 23:21:01,S11 55.953 W76 41.653,10,0:00:05,7
76,29/09/2025 23:21:03,S11 55.949 W76 41.653,7,0:00:02,13
77,29/09/2025 23:21:06,S11 55.949 W76 41.655,4,0:00:03,5
78,29/09/2025 23:21:28,S11 55.953 W76 41.658,9,0:00:22,2
79,29/09/2025 23:21:38,S11 55.959 W76 41.660,13,0:00:10,5
80,29/09/2025 23:22:28,S11 55.989 W76 41.684,70,0:00:50,5
81,29/09/2025 23:23:43,S11 55.989 W76 41.684,0,0:01:15,0
82,29/09/2025 23:23:46,S11 55.989 W76 41.684,0,0:00:03,0
83,29/09/2025 23:24:43,S11 56.036 W76 41.720,108,0:00:57,7
84,29/09/2025 23:24:58,S11 56.059 W76 41.737,53,0:00:15,13
85,29/09/2025 23:25:05,S11 56.063 W76 41.735,8,0:00:07,4
86,29/09/2025 23:25:34,S11 56.085 W76 41.705,69,0:00:29,9
87,29/09/2025 23:25:39,S11 56.088 W76 41.702,7,0:00:05,5
88,29/09/2025 23:26:39,S11 56.090 W76 41.703,4,0:01:00,0
89,29/09/2025 23:26:52,S11 56.093 W76 41.696,14,0:00:13,4
90,29/09/2025 23:27:49,S11 56.099 W76 41.684,24,0:00:57,2
91,29/09/2025 23:27:54,S11 56.097 W76 41.681,7,0:00:05,5
92,29/09/2025 23:28:54,S11 56.069 W76 41.663,61,0:01:00,4
93,29/09/2025 23:29:31,S11 56.064 W76 41.657,13,0:00:37,1
94,29/09/2025 23:30:31,S11 56.000 W76 41.604,153,0:01:00,9
95,29/09/2025 23:31:15,S11 55.989 W76 41.595,26,0:00:44,2
96,29/09/2025 23:32:15,S11 55.854 W76 41.486,319,0:01:00,19
97,29/09/2025 23:33:15,S11 55.742 W76 41.396,264,0:01:00,16
98,29/09/2025 23:34:15,S11 55.573 W76 41.178,504,0:01:00,30
99,29/09/2025 23:35:15,S11 55.460 W76 41.055,306,0:01:00,18
100,29/09/2025 23:35:43,S11 55.427 W76 40.960,183,0:00:28,24
101,29/09/2025 23:36:23,S11 55.427 W76 40.806,278,0:00:40,25
102,29/09/2025 23:37:23,S11 55.371 W76 40.734,167,0:01:00,10
103,29/09/2025 23:38:23,S11 55.294 W76 40.589,299,0:01:00,18
104,29/09/2025 23:39:23,S11 55.245 W76 40.349,445,0:01:00,27
105,29/09/2025 23:40:23,S11 55.263 W76 40.187,295,0:01:00,18
106,29/09/2025 23:41:23,S11 55.277 W76 40.063,227,0:01:00,14
107,29/09/2025 23:42:23,S11 55.291 W76 39.933,238,0:01:00,14
108,29/09/2025 23:43:23,S11 55.330 W76 39.800,251,0:01:00,15
109,29/09/2025 23:44:13,S11 55.413 W76 39.703,233,0:00:50,17
110,29/09/2025 23:44:15,S11 55.417 W76 39.703,9,0:00:02,15
111,29/09/2025 23:44:17,S11 55.420 W76 39.705,6,0:00:02,10
112,29/09/2025 23:44:41,S11 55.423 W76 39.705,6,0:00:24,1
113,29/09/2025 23:44:42,S11 55.424 W76 39.705,2,0:00:01,8
114,29/09/2025 23:44:45,S11 55.426 W76 39.702,7,0:00:03,8
115,29/09/2025 23:45:45,S11 55.424 W76 39.698,9,0:01:00,1
116,29/09/2025 23:46:48,S11 55.424 W76 39.698,0,0:01:03,0
117,29/09/2025 23:48:55,S11 55.424 W76 39.698,0,0:02:07,0
118,29/09/2025 23:49:14,S11 55.424 W76 39.698,0,0:00:19,0
119,29/09/2025 23:49:55,S11 55.424 W76 39.698,0,0:00:41,0
120,29/09/2025 23:50:55,S11 55.424 W76 39.698,0,0:01:00,0
121,29/09/2025 23:51:55,S11 55.424 W76 39.698,0,0:01:00,0
122,29/09/2025 23:52:55,S11 55.424 W76 39.698,0,0:01:00,0
123,29/09/2025 23:53:55,S11 55.424 W76 39.698,0,0:01:00,0
124,29/09/2025 23:54:55,S11 55.424 W76 39.698,0,0:01:00,0
125,29/09/2025 23:55:55,S11 55.424 W76 39.698,0,0:01:00,0
126,29/09/2025 23:56:24,S11 55.412 W76 39.699,21,0:00:29,3
127,29/09/2025 23:57:24,S11 55.288 W76 39.930,479,0:01:00,29
128,29/09/2025 23:58:24,S11 55.264 W76 40.155,410,0:01:00,25
129,29/09/2025 23:59:24,S11 55.242 W76 40.423,488,0:01:00,29
130,30/09/2025 00:00:24,S11 55.324 W76 40.679,489,0:01:00,29
131,30/09/2025 00:01:24,S11 55.371 W76 40.738,138,0:01:00,8
132,30/09/2025 00:01:34,S11 55.372 W76 40.737,2,0:00:10,1
133,30/09/2025 00:01:56,S11 55.430 W76 40.818,182,0:00:22,30
134,30/09/2025 00:02:52,S11 55.476 W76 41.082,485,0:00:56,31
135,30/09/2025 00:03:52,S11 55.575 W76 41.180,255,0:01:00,15
136,30/09/2025 00:04:52,S11 55.725 W76 41.381,461,0:01:00,28
137,30/09/2025 00:05:52,S11 55.868 W76 41.499,340,0:01:00,20
138,30/09/2025 00:06:37,S11 55.946 W76 41.565,187,0:00:45,15
139,30/09/2025 00:06:56,S11 55.939 W76 41.606,77,0:00:19,15
140,30/09/2025 00:06:59,S11 55.938 W76 41.614,13,0:00:03,16
141,30/09/2025 00:07:26,S11 55.960 W76 41.648,75,0:00:27,10
142,30/09/2025 00:07:32,S11 55.956 W76 41.657,17,0:00:06,10
143,30/09/2025 00:07:34,S11 55.958 W76 41.660,8,0:00:02,14
144,30/09/2025 00:08:34,S11 55.997 W76 41.691,90,0:01:00,5
145,30/09/2025 00:09:34,S11 55.997 W76 41.691,0,0:01:00,0
146,30/09/2025 00:10:34,S11 56.021 W76 41.710,57,0:01:00,3
147,30/09/2025 00:11:34,S11 56.156 W76 41.818,318,0:01:00,19
148,30/09/2025 00:12:30,S11 56.269 W76 41.911,269,0:00:56,17
149,30/09/2025 00:12:33,S11 56.274 W76 41.908,12,0:00:03,14
150,30/09/2025 00:12:58,S11 56.313 W76 41.861,110,0:00:25,16
151,30/09/2025 00:13:00,S11 56.315 W76 41.862,4,0:00:02,7
152,30/09/2025 00:14:00,S11 56.401 W76 41.932,204,0:01:00,12
153,30/09/2025 00:15:00,S11 56.478 W76 42.073,294,0:01:00,18
154,30/09/2025 00:16:00,S11 56.480 W76 42.074,3,0:01:00,0
155,30/09/2025 00:16:18,S11 56.488 W76 42.087,27,0:00:18,5
156,30/09/2025 00:17:18,S11 56.588 W76 42.375,555,0:01:00,33
157,30/09/2025 00:18:18,S11 56.642 W76 42.555,341,0:01:00,20
158,30/09/2025 00:19:17,S11 56.747 W76 42.615,222,0:00:59,14
159,30/09/2025 00:19:36,S11 56.789 W76 42.748,255,0:00:19,48
160,30/09/2025 00:20:36,S11 56.862 W76 43.043,551,0:01:00,33
161,30/09/2025 00:21:36,S11 56.995 W76 43.394,683,0:01:00,41
162,30/09/2025 00:22:36,S11 57.206 W76 43.758,768,0:01:00,46
163,30/09/2025 00:23:36,S11 57.435 W76 44.004,616,0:01:00,37
164,30/09/2025 00:24:36,S11 57.660 W76 44.244,601,0:01:00,36
165,30/09/2025 00:25:36,S11 57.848 W76 44.497,576,0:01:00,35
166,30/09/2025 00:26:36,S11 58.087 W76 44.746,633,0:01:00,38
167,30/09/2025 00:26:41,S11 58.105 W76 44.766,49,0:00:05,35
168,30/09/2025 00:27:41,S11 58.219 W76 45.120,676,0:01:00,41
169,30/09/2025 00:28:41,S11 58.320 W76 45.373,496,0:01:00,30
170,30/09/2025 00:29:41,S11 58.422 W76 45.630,503,0:01:00,30
171,30/09/2025 00:29:47,S11 58.423 W76 45.631,2,0:00:06,1
172,30/09/2025 00:30:12,S11 58.437 W76 45.753,222,0:00:25,32
173,30/09/2025 00:30:16,S11 58.424 W76 45.775,47,0:00:04,42
174,30/09/2025 00:30:21,S11 58.409 W76 45.804,59,0:00:05,43
175,30/09/2025 00:31:21,S11 58.505 W76 46.302,921,0:01:00,55
176,30/09/2025 00:32:21,S11 58.608 W76 46.537,467,0:01:00,28
177,30/09/2025 00:33:21,S11 58.669 W76 46.757,414,0:01:00,25
178,30/09/2025 00:34:21,S11 58.726 W76 47.044,531,0:01:00,32
179,30/09/2025 00:34:44,S11 58.729 W76 47.051,14,0:00:23,2
180,30/09/2025 00:35:44,S11 58.789 W76 47.293,451,0:01:00,27
181,30/09/2025 00:36:44,S11 58.856 W76 47.580,536,0:01:00,32
182,30/09/2025 00:37:44,S11 58.913 W76 47.819,446,0:01:00,27
183,30/09/2025 00:38:44,S11 59.023 W76 48.281,861,0:01:00,52
184,30/09/2025 00:39:44,S11 59.142 W76 48.584,593,0:01:00,36
185,30/09/2025 00:40:44,S11 59.239 W76 48.819,461,0:01:00,28
186,30/09/2025 00:41:44,S11 59.316 W76 49.009,374,0:01:00,22
187,30/09/2025 00:42:44,S11 59.331 W76 49.045,70,0:01:00,4
188,30/09/2025 00:43:44,S11 59.335 W76 49.053,17,0:01:00,1
189,30/09/2025 00:44:29,S11 59.341 W76 49.068,28,0:00:45,2
190,30/09/2025 00:45:29,S11 59.346 W76 49.083,30,0:01:00,2
191,30/09/2025 00:46:07,S11 59.348 W76 49.088,10,0:00:38,1
192,30/09/2025 00:47:07,S11 59.388 W76 49.184,189,0:01:00,11
193,30/09/2025 00:48:07,S11 59.443 W76 49.319,265,0:01:00,16
194,30/09/2025 00:48:11,S11 59.444 W76 49.320,2,0:00:04,2
195,30/09/2025 00:49:11,S11 59.528 W76 49.518,392,0:01:00,23
196,30/09/2025 00:50:11,S11 59.596 W76 49.685,329,0:01:00,20
197,30/09/2025 00:50:14,S11 59.596 W76 49.686,1,0:00:03,2
198,30/09/2025 00:51:14,S11 59.687 W76 49.901,424,0:01:00,25
199,30/09/2025 00:52:14,S11 59.831 W76 50.136,503,0:01:00,30
200,30/09/2025 00:53:14,S11 59.979 W76 50.313,423,0:01:00,25
201,30/09/2025 00:54:14,S12 00.143 W76 50.507,465,0:01:00,28
202,30/09/2025 00:55:14,S12 00.265 W76 50.653,348,0:01:00,21
203,30/09/2025 00:55:53,S12 00.343 W76 50.826,345,0:00:39,32
204,30/09/2025 00:56:53,S12 00.407 W76 51.155,607,0:01:00,36
205,30/09/2025 00:57:53,S12 00.495 W76 51.637,890,0:01:00,53
206,30/09/2025 00:58:53,S12 00.546 W76 51.925,530,0:01:00,32
207,30/09/2025 00:59:53,S12 00.594 W76 52.189,487,0:01:00,29
