Id,Fecha y hora,posición,Distancia (m),Tiempo de registro (s),Velocidad (km/h)
89,29/09/2025 23:03:13,S12 03.820 W77 01.969,194,0:01:00,12
90,29/09/2025 23:03:46,S12 03.821 W77 01.938,57,0:00:33,6
91,29/09/2025 23:03:49,S12 03.827 W77 01.934,13,0:00:03,16
92,29/09/2025 23:04:05,S12 03.894 W77 01.922,125,0:00:16,28
93,29/09/2025 23:04:07,S12 03.896 W77 01.917,11,0:00:02,19
94,29/09/2025 23:05:07,S12 03.891 W77 01.881,66,0:01:00,4
95,29/09/2025 23:05:49,S12 03.890 W77 01.870,19,0:00:42,2
96,29/09/2025 23:06:49,S12 03.877 W77 01.758,204,0:01:00,12
97,29/09/2025 23:07:49,S12 03.876 W77 01.758,1,0:01:00,0
98,29/09/2025 23:08:49,S12 03.876 W77 01.758,0,0:01:00,0
99,29/09/2025 23:09:49,S12 03.866 W77 01.670,160,0:01:00,10
100,29/09/2025 23:10:05,S12 03.864 W77 01.661,18,0:00:16,4
101,29/09/2025 23:11:05,S12 03.845 W77 01.538,225,0:01:00,13
102,29/09/2025 23:12:05,S12 03.833 W77 01.433,192,0:01:00,12
103,29/09/2025 23:13:05,S12 03.818 W77 01.320,207,0:01:00,12
104,29/09/2025 23:14:05,S12 03.815 W77 01.306,25,0:01:00,1
105,29/09/2025 23:15:05,S12 03.795 W77 01.132,319,0:01:00,19
106,29/09/2025 23:16:05,S12 03.793 W77 01.124,15,0:01:00,1
107,29/09/2025 23:17:05,S12 03.770 W77 00.971,279,0:01:00,17
108,29/09/2025 23:18:05,S12 03.770 W77 00.959,23,0:01:00,1
109,29/09/2025 23:18:52,S12 03.766 W77 00.944,29,0:00:47,2
110,29/09/2025 23:19:04,S12 03.761 W77 00.922,40,0:00:12,12
111,29/09/2025 23:19:07,S12 03.759 W77 00.921,4,0:00:03,5
112,29/09/2025 23:19:39,S12 03.692 W77 00.930,125,0:00:32,14
113,29/09/2025 23:19:59,S12 03.686 W77 00.936,15,0:00:20,3
114,29/09/2025 23:20:38,S12 03.608 W77 00.962,152,0:00:39,14
115,29/09/2025 23:20:40,S12 03.605 W77 00.959,7,0:00:02,12
116,29/09/2025 23:21:40,S12 03.583 W77 00.892,129,0:01:00,8
117,29/09/2025 23:22:30,S12 03.560 W77 00.828,123,0:00:50,9
118,29/09/2025 23:22:32,S12 03.562 W77 00.825,5,0:00:02,10
119,29/09/2025 23:23:19,S12 03.656 W77 00.789,187,0:00:47,14
120,29/09/2025 23:23:21,S12 03.660 W77 00.790,7,0:00:02,12
121,29/09/2025 23:23:25,S12 03.663 W77 00.794,9,0:00:04,9
122,29/09/2025 23:24:25,S12 03.661 W77 00.813,35,0:01:00,2
123,29/09/2025 23:25:25,S12 03.669 W77 00.841,53,0:01:00,3
124,29/09/2025 23:26:25,S12 03.669 W77 00.847,11,0:01:00,1
125,29/09/2025 23:27:25,S12 03.677 W77 00.910,114,0:01:00,7
126,29/09/2025 23:28:25,S12 03.677 W77 00.909,1,0:01:00,0
127,29/09/2025 23:28:31,S12 03.680 W77 00.921,22,0:00:06,13
128,29/09/2025 23:29:31,S12 03.682 W77 00.945,44,0:01:00,3
129,29/09/2025 23:30:25,S12 03.696 W77 01.076,239,0:00:54,16
130,29/09/2025 23:30:27,S12 03.692 W77 01.079,9,0:00:02,17
131,29/09/2025 23:30:44,S12 03.623 W77 01.089,128,0:00:17,27
132,29/09/2025 23:30:46,S12 03.622 W77 01.094,10,0:00:02,17
133,29/09/2025 23:31:46,S12 03.639 W77 01.236,259,0:01:00,16
134,29/09/2025 23:32:46,S12 03.652 W77 01.337,185,0:01:00,11
135,29/09/2025 23:33:46,S12 03.673 W77 01.492,282,0:01:00,17
136,29/09/2025 23:34:46,S12 03.690 W77 01.628,249,0:01:00,15
137,29/09/2025 23:34:48,S12 03.691 W77 01.630,4,0:00:02,7
138,29/09/2025 23:34:53,S12 03.693 W77 01.635,9,0:00:05,7
139,29/09/2025 23:35:53,S12 03.696 W77 01.675,73,0:01:00,4
140,29/09/2025 23:36:13,S12 03.697 W77 01.685,17,0:00:20,3
141,29/09/2025 23:37:13,S12 03.708 W77 01.762,141,0:01:00,8
142,29/09/2025 23:38:13,S12 03.707 W77 01.762,0,0:01:00,0
143,29/09/2025 23:39:13,S12 03.711 W77 01.793,57,0:01:00,3
144,29/09/2025 23:39:53,S12 03.727 W77 01.906,207,0:00:40,19
145,29/09/2025 23:39:55,S12 03.732 W77 01.907,8,0:00:02,15
146,29/09/2025 23:40:33,S12 03.785 W77 01.898,99,0:00:38,9
147,29/09/2025 23:40:35,S12 03.788 W77 01.897,7,0:00:02,12
148,29/09/2025 23:40:42,S12 03.803 W77 01.896,29,0:00:07,15
149,29/09/2025 23:40:44,S12 03.806 W77 01.899,8,0:00:02,14
150,29/09/2025 23:41:44,S12 03.809 W77 01.934,63,0:01:00,4
151,29/09/2025 23:42:44,S12 03.811 W77 01.964,53,0:01:00,3
152,29/09/2025 23:43:44,S12 03.818 W77 01.994,57,0:01:00,3
153,29/09/2025 23:44:44,S12 03.818 W77 01.995,1,0:01:00,0
154,29/09/2025 23:45:18,S12 03.818 W77 02.004,17,0:00:34,2
155,29/09/2025 23:46:18,S12 03.824 W77 02.029,47,0:01:00,3
156,29/09/2025 23:47:18,S12 03.825 W77 02.050,39,0:01:00,2
157,29/09/2025 23:48:01,S12 03.826 W77 02.057,13,0:00:43,1
158,29/09/2025 23:49:01,S12 03.829 W77 02.080,42,0:01:00,3
159,29/09/2025 23:49:36,S12 03.832 W77 02.100,35,0:00:35,4
160,29/09/2025 23:50:36,S12 03.835 W77 02.142,77,0:01:00,5
161,29/09/2025 23:51:36,S12 03.836 W77 02.150,13,0:01:00,1
162,29/09/2025 23:51:47,S12 03.837 W77 02.158,16,0:00:11,5
163,29/09/2025 23:52:47,S12 03.849 W77 02.233,138,0:01:00,8
164,29/09/2025 23:53:29,S12 03.850 W77 02.245,22,0:00:42,2
165,29/09/2025 23:54:29,S12 03.851 W77 02.264,34,0:01:00,2
166,29/09/2025 23:55:29,S12 03.854 W77 02.290,47,0:01:00,3
167,29/09/2025 23:55:33,S12 03.856 W77 02.295,10,0:00:04,9
168,29/09/2025 23:55:51,S12 03.855 W77 02.301,11,0:00:18,2
169,29/09/2025 23:56:51,S12 03.858 W77 02.324,42,0:01:00,2
170,29/09/2025 23:57:41,S12 03.860 W77 02.334,19,0:00:50,1
171,29/09/2025 23:58:41,S12 03.882 W77 02.504,310,0:01:00,19
172,29/09/2025 23:59:41,S12 03.886 W77 02.536,58,0:01:00,4
173,30/09/2025 00:00:41,S12 03.889 W77 02.566,54,0:01:00,3
174,30/09/2025 00:01:41,S12 03.896 W77 02.605,72,0:01:00,4
175,30/09/2025 00:02:41,S12 03.898 W77 02.619,25,0:01:00,2
176,30/09/2025 00:03:41,S12 03.904 W77 02.654,65,0:01:00,4
177,30/09/2025 00:04:10,S12 03.906 W77 02.663,17,0:00:29,2
178,30/09/2025 00:05:10,S12 03.911 W77 02.705,76,0:01:00,5
179,30/09/2025 00:06:11,S12 03.911 W77 02.705,0,0:01:01,0
180,30/09/2025 00:06:45,S12 03.922 W77 02.754,92,0:00:34,10
181,30/09/2025 00:07:22,S12 03.966 W77 02.794,109,0:00:37,11
182,30/09/2025 00:07:25,S12 03.966 W77 02.798,7,0:00:03,8
183,30/09/2025 00:08:25,S12 03.910 W77 02.866,161,0:01:00,10
184,30/09/2025 00:09:25,S12 03.861 W77 02.923,139,0:01:00,8
185,30/09/2025 00:10:10,S12 03.811 W77 02.978,136,0:00:45,11
186,30/09/2025 00:10:13,S12 03.804 W77 02.977,12,0:00:03,14
187,30/09/2025 00:10:50,S12 03.721 W77 02.902,206,0:00:37,20
188,30/09/2025 00:10:59,S12 03.713 W77 02.881,40,0:00:09,16
189,30/09/2025 00:11:02,S12 03.703 W77 02.880,20,0:00:03,24
190,30/09/2025 00:11:06,S12 03.692 W77 02.879,21,0:00:04,19
191,30/09/2025 00:12:06,S12 03.590 W77 02.794,244,0:01:00,15
192,30/09/2025 00:12:39,S12 03.525 W77 02.745,148,0:00:33,16
193,30/09/2025 00:13:25,S12 03.395 W77 02.759,244,0:00:46,19
194,30/09/2025 00:13:27,S12 03.392 W77 02.754,10,0:00:02,19
195,30/09/2025 00:14:07,S12 03.387 W77 02.709,82,0:00:40,7
196,30/09/2025 00:14:09,S12 03.383 W77 02.707,8,0:00:02,14
197,30/09/2025 00:15:04,S12 03.289 W77 02.705,175,0:00:55,11
198,30/09/2025 00:15:07,S12 03.284 W77 02.709,11,0:00:03,13
199,30/09/2025 00:15:10,S12 03.284 W77 02.715,11,0:00:03,14
200,30/09/2025 00:16:10,S12 03.296 W77 02.871,284,0:01:00,17
201,30/09/2025 00:17:10,S12 03.309 W77 03.016,264,0:01:00,16
202,30/09/2025 00:18:10,S12 03.317 W77 03.130,206,0:01:00,12
203,30/09/2025 00:19:10,S12 03.337 W77 03.388,470,0:01:00,28
204,30/09/2025 00:20:10,S12 03.330 W77 03.429,76,0:01:00,5
205,30/09/2025 00:21:10,S12 03.330 W77 03.429,0,0:01:00,0
206,30/09/2025 00:22:10,S12 03.288 W77 03.581,286,0:01:00,17
207,30/09/2025 00:23:10,S12 03.249 W77 03.684,201,0:01:00,12
208,30/09/2025 00:24:10,S12 03.249 W77 03.684,0,0:01:00,0
209,30/09/2025 00:25:10,S12 03.209 W77 03.802,226,0:01:00,14
210,30/09/2025 00:26:10,S12 03.160 W77 03.945,273,0:01:00,16
211,30/09/2025 00:27:10,S12 03.146 W77 03.997,98,0:01:00,6
212,30/09/2025 00:27:22,S12 03.149 W77 04.009,22,0:00:12,7
213,30/09/2025 00:27:25,S12 03.156 W77 04.013,16,0:00:03,19
214,30/09/2025 00:27:50,S12 03.258 W77 04.007,190,0:00:25,27
215,30/09/2025 00:28:50,S12 03.270 W77 04.129,222,0:01:00,13
216,30/09/2025 00:29:50,S12 03.280 W77 04.238,198,0:01:00,12
217,30/09/2025 00:30:50,S12 03.280 W77 04.238,0,0:01:00,0
218,30/09/2025 00:30:55,S12 03.277 W77 04.246,16,0:00:05,12
219,30/09/2025 00:30:58,S12 03.270 W77 04.247,14,0:00:03,16
220,30/09/2025 00:31:59,S12 03.183 W77 04.255,162,0:01:01,10
221,30/09/2025 00:32:06,S12 03.170 W77 04.256,24,0:00:07,13
222,30/09/2025 00:33:06,S12 03.015 W77 04.272,288,0:01:00,17
223,30/09/2025 00:34:06,S12 02.980 W77 04.276,66,0:01:00,4
224,30/09/2025 00:34:19,S12 02.968 W77 04.278,21,0:00:13,6
225,30/09/2025 00:34:26,S12 02.954 W77 04.282,27,0:00:07,14
226,30/09/2025 00:34:30,S12 02.952 W77 04.285,8,0:00:04,7
227,30/09/2025 00:35:30,S12 02.959 W77 04.363,142,0:01:00,9
228,30/09/2025 00:36:30,S12 02.976 W77 04.536,316,0:01:00,19
229,30/09/2025 00:37:30,S12 02.985 W77 04.659,222,0:01:00,13
230,30/09/2025 00:38:21,S12 02.991 W77 04.666,17,0:00:51,1
231,30/09/2025 00:39:21,S12 02.987 W77 04.658,15,0:01:00,1
232,30/09/2025 00:40:21,S12 02.987 W77 04.658,0,0:01:00,0
233,30/09/2025 00:41:21,S12 02.999 W77 04.599,110,0:01:00,7
234,30/09/2025 00:42:22,S12 02.970 W77 04.375,409,0:01:01,24
235,30/09/2025 00:43:07,S12 02.965 W77 04.284,166,0:00:45,13
236,30/09/2025 00:43:09,S12 02.968 W77 04.282,6,0:00:02,10
237,30/09/2025 00:44:09,S12 03.149 W77 04.263,338,0:01:00,20
238,30/09/2025 00:44:48,S12 03.283 W77 04.251,249,0:00:39,23
239,30/09/2025 00:44:50,S12 03.284 W77 04.256,9,0:00:02,16
240,30/09/2025 00:45:07,S12 03.291 W77 04.308,95,0:00:17,20
241,30/09/2025 00:45:09,S12 03.294 W77 04.309,6,0:00:02,12
242,30/09/2025 00:46:09,S12 03.431 W77 04.299,254,0:01:00,15
243,30/09/2025 00:46:21,S12 03.446 W77 04.299,28,0:00:12,8
244,30/09/2025 00:46:24,S12 03.448 W77 04.295,9,0:00:03,10
245,30/09/2025 00:46:43,S12 03.452 W77 04.271,43,0:00:19,8
246,30/09/2025 00:46:46,S12 03.456 W77 04.271,8,0:00:03,9
247,30/09/2025 00:47:07,S12 03.492 W77 04.272,68,0:00:21,12
248,30/09/2025 00:47:09,S12 03.494 W77 04.275,7,0:00:02,13
249,30/09/2025 00:47:54,S12 03.518 W77 04.373,183,0:00:45,15
250,30/09/2025 00:48:03,S12 03.529 W77 04.381,25,0:00:09,10
251,30/09/2025 00:48:06,S12 03.534 W77 04.379,8,0:00:03,10
252,30/09/2025 00:48:08,S12 03.535 W77 04.377,6,0:00:02,10
253,30/09/2025 00:48:11,S12 03.536 W77 04.371,10,0:00:03,12
254,30/09/2025 00:48:33,S12 03.516 W77 04.322,97,0:00:22,16
255,30/09/2025 00:48:38,S12 03.509 W77 04.312,21,0:00:05,15
256,30/09/2025 00:48:59,S12 03.500 W77 04.253,108,0:00:21,18
257,30/09/2025 00:49:59,S12 03.518 W77 04.117,249,0:01:00,15
258,30/09/2025 00:50:16,S12 03.527 W77 04.073,81,0:00:17,17
259,30/09/2025 00:50:18,S12 03.530 W77 04.072,6,0:00:02,11
260,30/09/2025 00:50:47,S12 03.552 W77 04.080,44,0:00:29,6
261,30/09/2025 00:53:28,S12 03.552 W77 04.080,0,0:02:41,0
262,30/09/2025 00:56:38,S12 03.552 W77 04.080,0,0:03:10,0
263,30/09/2025 00:59:48,S12 03.552 W77 04.080,0,0:03:10,0
