Id,Fecha y hora,posición,Distancia (m),Tiempo de registro (s),Velocidad (km/h)
59,29/09/2025 23:05:17,S12 01.774 W76 55.463,32,0:01:00,2
60,29/09/2025 23:05:49,S12 01.769 W76 55.458,13,0:00:32,1
61,29/09/2025 23:06:49,S12 01.747 W76 55.440,52,0:01:00,3
62,29/09/2025 23:07:23,S12 01.739 W76 55.432,19,0:00:34,2
63,29/09/2025 23:08:23,S12 01.710 W76 55.408,70,0:01:00,4
64,29/09/2025 23:08:27,S12 01.709 W76 55.407,2,0:00:04,2
65,29/09/2025 23:09:27,S12 01.681 W76 55.377,76,0:01:00,5
66,29/09/2025 23:10:27,S12 01.662 W76 55.348,64,0:01:00,4
67,29/09/2025 23:10:44,S12 01.656 W76 55.339,19,0:00:17,4
68,29/09/2025 23:11:43,S12 01.647 W76 55.334,18,0:00:59,1
69,29/09/2025 23:12:43,S12 01.639 W76 55.320,30,0:01:00,2
70,29/09/2025 23:13:43,S12 01.628 W76 55.302,40,0:01:00,2
71,29/09/2025 23:14:43,S12 01.615 W76 55.286,38,0:01:00,2
72,29/09/2025 23:15:43,S12 01.577 W76 55.218,141,0:01:00,8
73,29/09/2025 23:16:43,S12 01.491 W76 54.996,434,0:01:00,26
74,29/09/2025 23:17:43,S12 01.451 W76 54.867,246,0:01:00,15
75,29/09/2025 23:18:43,S12 01.384 W76 54.658,399,0:01:00,24
76,29/09/2025 23:19:43,S12 01.351 W76 54.554,198,0:01:00,12
77,29/09/2025 23:20:44,S12 01.305 W76 54.420,258,0:01:01,15
78,29/09/2025 23:20:49,S12 01.305 W76 54.419,1,0:00:05,1
79,29/09/2025 23:21:49,S12 01.208 W76 54.114,580,0:01:00,35
80,29/09/2025 23:22:49,S12 01.185 W76 54.045,132,0:01:00,8
81,29/09/2025 23:23:49,S12 01.087 W76 53.739,585,0:01:00,35
82,29/09/2025 23:24:49,S12 01.022 W76 53.536,386,0:01:00,23
83,29/09/2025 23:25:49,S12 00.938 W76 53.287,478,0:01:00,29
84,29/09/2025 23:26:49,S12 00.898 W76 53.168,228,0:01:00,14
85,29/09/2025 23:27:33,S12 00.896 W76 53.163,11,0:00:44,1
86,29/09/2025 23:28:33,S12 00.886 W76 53.135,53,0:01:00,3
87,29/09/2025 23:29:33,S12 00.876 W76 53.104,60,0:01:00,4
88,29/09/2025 23:30:33,S12 00.835 W76 52.986,227,0:01:00,14
89,29/09/2025 23:30:37,S12 00.835 W76 52.984,3,0:00:04,3
90,29/09/2025 23:31:37,S12 00.788 W76 52.841,274,0:01:00,16
91,29/09/2025 23:32:37,S12 00.682 W76 52.527,603,0:01:00,36
92,29/09/2025 23:33:37,S12 00.610 W76 52.223,565,0:01:00,34
93,29/09/2025 23:34:37,S12 00.590 W76 52.122,187,0:01:00,11
94,29/09/2025 23:35:37,S12 00.545 W76 51.869,467,0:01:00,28
95,29/09/2025 23:36:37,S12 00.504 W76 51.649,406,0:01:00,24
96,29/09/2025 23:37:37,S12 00.446 W76 51.332,585,0:01:00,35
97,29/09/2025 23:38:37,S12 00.434 W76 51.264,125,0:01:00,8
98,29/09/2025 23:38:38,S12 00.433 W76 51.260,7,0:00:01,27
99,29/09/2025 23:39:38,S12 00.420 W76 51.187,134,0:01:00,8
100,29/09/2025 23:39:51,S12 00.420 W76 51.187,1,0:00:13,0
101,29/09/2025 23:40:50,S12 00.360 W76 50.874,578,0:00:59,35
102,29/09/2025 23:41:50,S12 00.298 W76 50.690,353,0:01:00,21
103,29/09/2025 23:42:15,S12 00.294 W76 50.684,13,0:00:25,2
104,29/09/2025 23:43:15,S12 00.036 W76 50.366,750,0:01:00,45
105,29/09/2025 23:44:15,S11 59.996 W76 50.318,114,0:01:00,7
106,29/09/2025 23:44:29,S11 59.987 W76 50.311,21,0:00:14,5
107,29/09/2025 23:45:29,S11 59.838 W76 50.134,424,0:01:00,25
108,29/09/2025 23:45:35,S11 59.837 W76 50.133,2,0:00:06,1
109,29/09/2025 23:46:35,S11 59.736 W76 49.994,313,0:01:00,19
110,29/09/2025 23:47:35,S11 59.599 W76 49.666,647,0:01:00,39
111,29/09/2025 23:48:35,S11 59.493 W76 49.413,500,0:01:00,30
112,29/09/2025 23:49:35,S11 59.411 W76 49.223,375,0:01:00,23
113,29/09/2025 23:50:35,S11 59.407 W76 49.213,19,0:01:00,1
114,29/09/2025 23:51:01,S11 59.404 W76 49.204,18,0:00:26,2
115,29/09/2025 23:52:01,S11 59.379 W76 49.144,119,0:01:00,7
116,29/09/2025 23:53:01,S11 59.359 W76 49.095,97,0:01:00,6
117,29/09/2025 23:54:01,S11 59.256 W76 48.842,497,0:01:00,30
118,29/09/2025 23:54:10,S11 59.256 W76 48.841,1,0:00:09,0
119,29/09/2025 23:55:10,S11 59.191 W76 48.681,314,0:01:00,19
120,29/09/2025 23:56:10,S11 59.089 W76 48.431,493,0:01:00,30
121,29/09/2025 23:57:10,S11 58.973 W76 48.028,762,0:01:00,46
122,29/09/2025 23:58:10,S11 58.926 W76 47.836,357,0:01:00,21
123,29/09/2025 23:58:24,S11 58.923 W76 47.826,19,0:00:14,5
124,29/09/2025 23:59:24,S11 58.817 W76 47.376,841,0:01:00,50
125,30/09/2025 00:00:24,S11 58.747 W76 47.085,542,0:01:00,33
126,30/09/2025 00:01:24,S11 58.747 W76 47.085,0,0:01:00,0
127,30/09/2025 00:01:25,S11 58.745 W76 47.075,18,0:00:01,63
128,30/09/2025 00:02:25,S11 58.694 W76 46.830,455,0:01:00,27
129,30/09/2025 00:03:25,S11 58.668 W76 46.701,239,0:01:00,14
130,30/09/2025 00:03:49,S11 58.666 W76 46.695,12,0:00:24,2
131,30/09/2025 00:04:49,S11 58.621 W76 46.475,406,0:01:00,24
132,30/09/2025 00:05:49,S11 58.590 W76 46.372,196,0:01:00,12
133,30/09/2025 00:05:50,S11 58.590 W76 46.371,1,0:00:01,4
134,30/09/2025 00:06:50,S11 58.529 W76 46.177,370,0:01:00,22
135,30/09/2025 00:07:51,S11 58.481 W76 46.026,287,0:01:01,17
136,30/09/2025 00:08:50,S11 58.445 W76 45.760,487,0:00:59,30
137,30/09/2025 00:09:50,S11 58.431 W76 45.637,224,0:01:00,13
138,30/09/2025 00:10:50,S11 58.319 W76 45.356,550,0:01:00,33
139,30/09/2025 00:11:50,S11 58.230 W76 45.134,435,0:01:00,26
140,30/09/2025 00:12:50,S11 58.126 W76 44.868,519,0:01:00,31
141,30/09/2025 00:13:18,S11 58.102 W76 44.755,210,0:00:28,27
142,30/09/2025 00:14:18,S11 57.865 W76 44.513,620,0:01:00,37
143,30/09/2025 00:15:18,S11 57.697 W76 44.274,533,0:01:00,32
144,30/09/2025 00:16:18,S11 57.468 W76 44.030,613,0:01:00,37
145,30/09/2025 00:17:18,S11 57.226 W76 43.768,654,0:01:00,39
146,30/09/2025 00:18:18,S11 57.059 W76 43.542,512,0:01:00,31
147,30/09/2025 00:19:18,S11 56.960 W76 43.288,497,0:01:00,30
148,30/09/2025 00:20:18,S11 56.844 W76 42.990,580,0:01:00,35
149,30/09/2025 00:21:18,S11 56.798 W76 42.781,389,0:01:00,23
150,30/09/2025 00:21:58,S11 56.748 W76 42.608,327,0:00:40,29
151,30/09/2025 00:22:06,S11 56.721 W76 42.587,63,0:00:08,28
152,30/09/2025 00:22:51,S11 56.642 W76 42.550,161,0:00:45,13
153,30/09/2025 00:23:28,S11 56.607 W76 42.435,217,0:00:37,21
154,30/09/2025 00:24:28,S11 56.563 W76 42.249,348,0:01:00,21
155,30/09/2025 00:25:28,S11 56.494 W76 42.095,306,0:01:00,18
156,30/09/2025 00:26:28,S11 56.361 W76 41.894,440,0:01:00,26
157,30/09/2025 00:27:12,S11 56.316 W76 41.859,106,0:00:44,9
158,30/09/2025 00:27:16,S11 56.311 W76 41.859,10,0:00:04,9
159,30/09/2025 00:27:20,S11 56.306 W76 41.865,15,0:00:04,13
160,30/09/2025 00:27:41,S11 56.271 W76 41.908,100,0:00:21,17
161,30/09/2025 00:27:43,S11 56.268 W76 41.908,6,0:00:02,12
162,30/09/2025 00:28:43,S11 56.164 W76 41.825,244,0:01:00,15
163,30/09/2025 00:29:43,S11 56.080 W76 41.756,201,0:01:00,12
164,30/09/2025 00:30:43,S11 56.016 W76 41.705,151,0:01:00,9
165,30/09/2025 00:31:10,S11 55.955 W76 41.658,142,0:00:27,19
166,30/09/2025 00:31:12,S11 55.953 W76 41.659,4,0:00:02,6
167,30/09/2025 00:31:14,S11 55.952 W76 41.661,4,0:00:02,7
168,30/09/2025 00:31:19,S11 55.952 W76 41.661,1,0:00:05,1
169,30/09/2025 00:32:14,S11 55.954 W76 41.660,3,0:00:55,0
170,30/09/2025 00:32:14,S11 55.954 W76 41.660,0,0:00:00,0
171,30/09/2025 00:32:43,S11 55.960 W76 41.661,13,0:00:29,2
172,30/09/2025 00:33:42,S11 56.009 W76 41.701,116,0:00:59,7
173,30/09/2025 00:34:42,S11 56.010 W76 41.702,1,0:01:00,0
174,30/09/2025 00:35:42,S11 56.010 W76 41.702,0,0:01:00,0
175,30/09/2025 00:36:42,S11 56.010 W76 41.702,0,0:01:00,0
176,30/09/2025 00:37:42,S11 56.039 W76 41.723,67,0:01:00,4
177,30/09/2025 00:38:42,S11 56.107 W76 41.778,160,0:01:00,10
178,30/09/2025 00:39:42,S11 56.213 W76 41.862,249,0:01:00,15
179,30/09/2025 00:40:12,S11 56.270 W76 41.907,133,0:00:30,16
180,30/09/2025 00:40:15,S11 56.277 W76 41.905,14,0:00:03,16
181,30/09/2025 00:40:38,S11 56.315 W76 41.861,107,0:00:23,17
182,30/09/2025 00:41:29,S11 56.409 W76 41.939,224,0:00:51,16
183,30/09/2025 00:42:29,S11 56.480 W76 42.075,279,0:01:00,17
184,30/09/2025 00:43:29,S11 56.498 W76 42.108,68,0:01:00,4
185,30/09/2025 00:44:29,S11 56.586 W76 42.367,498,0:01:00,30
186,30/09/2025 00:44:41,S11 56.587 W76 42.372,8,0:00:12,2
187,30/09/2025 00:45:38,S11 56.639 W76 42.550,338,0:00:57,21
188,30/09/2025 00:45:53,S11 56.675 W76 42.579,84,0:00:15,20
189,30/09/2025 00:46:15,S11 56.744 W76 42.611,141,0:00:22,23
190,30/09/2025 00:46:32,S11 56.785 W76 42.727,224,0:00:17,47
191,30/09/2025 00:47:32,S11 56.828 W76 42.961,431,0:01:00,26
192,30/09/2025 00:48:32,S11 56.953 W76 43.280,623,0:01:00,37
193,30/09/2025 00:49:32,S11 57.048 W76 43.524,476,0:01:00,29
194,30/09/2025 00:50:32,S11 57.274 W76 43.830,694,0:01:00,42
195,30/09/2025 00:51:23,S11 57.647 W76 44.228,1001,0:00:51,71
196,30/09/2025 00:52:23,S11 57.900 W76 44.562,765,0:01:00,46
197,30/09/2025 00:53:06,S11 58.108 W76 44.779,550,0:00:43,46
198,30/09/2025 00:54:06,S11 58.207 W76 45.090,593,0:01:00,36
199,30/09/2025 00:55:06,S11 58.339 W76 45.417,642,0:01:00,38
200,30/09/2025 00:56:06,S11 58.431 W76 45.662,475,0:01:00,29
201,30/09/2025 00:56:23,S11 58.433 W76 45.766,188,0:00:17,40
202,30/09/2025 00:56:30,S11 58.411 W76 45.816,101,0:00:07,52
203,30/09/2025 00:57:30,S11 58.464 W76 46.189,683,0:01:00,41
204,30/09/2025 00:58:30,S11 58.538 W76 46.376,365,0:01:00,22
205,30/09/2025 00:58:32,S11 58.539 W76 46.376,1,0:00:02,2
206,30/09/2025 00:59:32,S11 58.654 W76 46.682,596,0:01:00,36
