Id,Fecha y hora,posición,Distancia (m),Tiempo de registro (s),Velocidad (km/h)
42,29/09/2025 22:40:07,S12 03.835 W77 01.455,191,0:01:00,11
43,29/09/2025 22:41:07,S12 03.823 W77 01.364,167,0:01:00,10
44,29/09/2025 22:42:07,S12 03.803 W77 01.199,302,0:01:00,18
45,29/09/2025 22:42:20,S12 03.804 W77 01.198,2,0:00:13,1
46,29/09/2025 22:43:20,S12 03.794 W77 01.132,120,0:01:00,7
47,29/09/2025 22:44:06,S12 03.794 W77 01.127,9,0:00:46,1
48,29/09/2025 22:45:06,S12 03.779 W77 01.031,176,0:01:00,11
49,29/09/2025 22:46:06,S12 03.772 W77 00.982,89,0:01:00,5
50,29/09/2025 22:47:06,S12 03.775 W77 00.973,17,0:01:00,1
51,29/09/2025 22:48:06,S12 03.776 W77 00.975,3,0:01:00,0
52,29/09/2025 22:48:11,S12 03.773 W77 00.968,13,0:00:05,9
53,29/09/2025 22:49:11,S12 03.771 W77 00.962,12,0:01:00,1
54,29/09/2025 22:50:11,S12 03.771 W77 00.962,0,0:01:00,0
55,29/09/2025 22:51:11,S12 03.771 W77 00.962,0,0:01:00,0
56,29/09/2025 22:52:11,S12 03.771 W77 00.962,0,0:01:00,0
57,29/09/2025 22:52:17,S12 03.768 W77 00.931,56,0:00:06,34
58,29/09/2025 22:52:24,S12 03.764 W77 00.924,15,0:00:07,8
59,29/09/2025 22:52:26,S12 03.760 W77 00.923,7,0:00:02,13
60,29/09/2025 22:52:50,S12 03.718 W77 00.929,78,0:00:24,12
61,29/09/2025 22:53:50,S12 03.619 W77 00.958,192,0:01:00,11
62,29/09/2025 22:54:50,S12 03.560 W77 00.983,119,0:01:00,7
63,29/09/2025 22:55:50,S12 03.523 W77 01.002,76,0:01:00,5
64,29/09/2025 22:56:50,S12 03.471 W77 01.036,114,0:01:00,7
65,29/09/2025 22:57:23,S12 03.463 W77 01.038,14,0:00:33,2
66,29/09/2025 22:58:23,S12 03.371 W77 01.070,181,0:01:00,11
67,29/09/2025 22:58:56,S12 03.358 W77 01.073,23,0:00:33,3
68,29/09/2025 22:58:58,S12 03.356 W77 01.070,5,0:00:02,10
69,29/09/2025 22:59:58,S12 03.319 W77 00.981,177,0:01:00,11
70,29/09/2025 23:00:09,S12 03.312 W77 00.965,32,0:00:11,11
71,29/09/2025 23:00:12,S12 03.307 W77 00.963,10,0:00:03,12
72,29/09/2025 23:01:12,S12 03.258 W77 00.969,90,0:01:00,5
73,29/09/2025 23:01:35,S12 03.238 W77 00.972,38,0:00:23,6
74,29/09/2025 23:01:40,S12 03.235 W77 00.970,6,0:00:05,5
75,29/09/2025 23:01:43,S12 03.234 W77 00.965,9,0:00:03,11
76,29/09/2025 23:02:43,S12 03.215 W77 00.796,308,0:01:00,19
77,29/09/2025 23:03:17,S12 03.213 W77 00.785,19,0:00:34,2
78,29/09/2025 23:03:20,S12 03.210 W77 00.783,7,0:00:03,9
79,29/09/2025 23:04:20,S12 03.208 W77 00.782,4,0:01:00,0
80,29/09/2025 23:05:20,S12 03.208 W77 00.782,0,0:01:00,0
81,29/09/2025 23:06:20,S12 03.208 W77 00.782,0,0:01:00,0
82,29/09/2025 23:07:06,S12 03.181 W77 00.781,50,0:00:46,4
83,29/09/2025 23:08:06,S12 03.044 W77 00.774,254,0:01:00,15
84,29/09/2025 23:09:06,S12 02.975 W77 00.770,128,0:01:00,8
85,29/09/2025 23:09:29,S12 02.969 W77 00.769,11,0:00:23,2
86,29/09/2025 23:10:29,S12 02.786 W77 00.747,342,0:01:00,21
87,29/09/2025 23:11:29,S12 02.664 W77 00.729,228,0:01:00,14
88,29/09/2025 23:11:38,S12 02.650 W77 00.706,50,0:00:09,20
89,29/09/2025 23:12:38,S12 02.625 W77 00.636,135,0:01:00,8
90,29/09/2025 23:13:38,S12 02.582 W77 00.520,224,0:01:00,13
91,29/09/2025 23:14:38,S12 02.542 W77 00.400,230,0:01:00,14
92,29/09/2025 23:15:38,S12 02.516 W77 00.318,156,0:01:00,9
93,29/09/2025 23:16:38,S12 02.503 W77 00.286,63,0:01:00,4
94,29/09/2025 23:16:59,S12 02.499 W77 00.285,7,0:00:21,1
95,29/09/2025 23:17:59,S12 02.458 W77 00.297,80,0:01:00,5
96,29/09/2025 23:18:59,S12 02.330 W77 00.332,246,0:01:00,15
97,29/09/2025 23:19:37,S12 02.249 W77 00.359,159,0:00:38,15
98,29/09/2025 23:20:29,S12 02.186 W77 00.414,153,0:00:52,11
99,29/09/2025 23:20:31,S12 02.184 W77 00.413,5,0:00:02,9
100,29/09/2025 23:20:59,S12 02.158 W77 00.377,81,0:00:28,10
101,29/09/2025 23:21:59,S12 02.112 W77 00.263,223,0:01:00,13
102,29/09/2025 23:22:39,S12 02.086 W77 00.195,132,0:00:40,12
103,29/09/2025 23:22:41,S12 02.088 W77 00.194,5,0:00:02,9
104,29/09/2025 23:22:59,S12 02.122 W77 00.177,69,0:00:18,14
105,29/09/2025 23:23:02,S12 02.121 W77 00.171,10,0:00:03,12
106,29/09/2025 23:24:02,S12 02.060 W77 00.024,291,0:01:00,17
107,29/09/2025 23:25:02,S12 02.016 W76 59.916,211,0:01:00,13
108,29/09/2025 23:26:02,S12 02.008 W76 59.903,28,0:01:00,2
109,29/09/2025 23:26:09,S12 02.002 W76 59.896,18,0:00:07,9
110,29/09/2025 23:26:12,S12 01.997 W76 59.895,9,0:00:03,11
111,29/09/2025 23:26:55,S12 01.969 W76 59.909,58,0:00:43,5
112,29/09/2025 23:27:55,S12 01.946 W76 59.920,47,0:01:00,3
113,29/09/2025 23:28:55,S12 01.892 W76 59.943,109,0:01:00,7
114,29/09/2025 23:29:55,S12 01.885 W76 59.951,19,0:01:00,1
115,29/09/2025 23:30:15,S12 01.873 W76 59.953,23,0:00:20,4
116,29/09/2025 23:31:15,S12 01.835 W76 59.969,77,0:01:00,5
117,29/09/2025 23:32:15,S12 01.835 W76 59.970,2,0:01:00,0
118,29/09/2025 23:32:54,S12 01.830 W76 59.969,10,0:00:39,1
119,29/09/2025 23:33:41,S12 01.777 W76 59.984,102,0:00:47,8
120,29/09/2025 23:34:41,S12 01.665 W76 59.991,207,0:01:00,12
121,29/09/2025 23:35:41,S12 01.611 W77 00.002,102,0:01:00,6
122,29/09/2025 23:36:41,S12 01.599 W77 00.004,23,0:01:00,1
123,29/09/2025 23:37:41,S12 01.578 W77 00.008,39,0:01:00,2
124,29/09/2025 23:38:33,S12 01.523 W77 00.020,106,0:00:52,7
125,29/09/2025 23:38:35,S12 01.521 W77 00.018,5,0:00:02,10
126,29/09/2025 23:38:43,S12 01.520 W77 00.003,27,0:00:08,12
127,29/09/2025 23:38:44,S12 01.519 W77 00.002,3,0:00:01,9
128,29/09/2025 23:39:44,S12 01.505 W76 59.948,102,0:01:00,6
129,29/09/2025 23:40:44,S12 01.502 W76 59.923,44,0:01:00,3
130,29/09/2025 23:41:11,S12 01.498 W76 59.916,15,0:00:27,2
131,29/09/2025 23:42:11,S12 01.480 W76 59.833,155,0:01:00,9
132,29/09/2025 23:42:18,S12 01.480 W76 59.832,2,0:00:07,1
133,29/09/2025 23:43:18,S12 01.474 W76 59.792,72,0:01:00,4
134,29/09/2025 23:44:18,S12 01.467 W76 59.658,244,0:01:00,15
135,29/09/2025 23:45:18,S12 01.466 W76 59.586,131,0:01:00,8
136,29/09/2025 23:46:18,S12 01.461 W76 59.495,164,0:01:00,10
137,29/09/2025 23:47:18,S12 01.456 W76 59.351,262,0:01:00,16
138,29/09/2025 23:48:18,S12 01.438 W76 59.226,229,0:01:00,14
139,29/09/2025 23:49:19,S12 01.434 W76 59.211,27,0:01:01,2
140,29/09/2025 23:50:19,S12 01.434 W76 59.203,15,0:01:00,1
141,29/09/2025 23:51:19,S12 01.434 W76 59.203,0,0:01:00,0
142,29/09/2025 23:51:35,S12 01.433 W76 59.192,21,0:00:16,5
143,29/09/2025 23:52:35,S12 01.433 W76 59.190,2,0:01:00,0
144,29/09/2025 23:53:35,S12 01.433 W76 59.190,0,0:01:00,0
145,29/09/2025 23:54:35,S12 01.433 W76 59.190,0,0:01:00,0
146,29/09/2025 23:55:35,S12 01.432 W76 59.176,26,0:01:00,2
147,29/09/2025 23:56:35,S12 01.432 W76 59.176,0,0:01:00,0
148,29/09/2025 23:57:35,S12 01.432 W76 59.176,0,0:01:00,0
149,29/09/2025 23:58:35,S12 01.432 W76 59.176,0,0:01:00,0
150,29/09/2025 23:59:36,S12 01.427 W76 59.166,21,0:01:01,1
151,30/09/2025 00:00:35,S12 01.406 W76 59.168,39,0:00:59,2
152,30/09/2025 00:01:35,S12 01.391 W76 59.165,28,0:01:00,2
153,30/09/2025 00:02:12,S12 01.384 W76 59.164,13,0:00:37,1
154,30/09/2025 00:03:12,S12 01.323 W76 59.163,113,0:01:00,7
155,30/09/2025 00:04:02,S12 01.266 W76 59.162,106,0:00:50,8
156,30/09/2025 00:05:01,S12 01.188 W76 59.077,211,0:00:59,13
157,30/09/2025 00:06:01,S12 01.091 W76 59.026,202,0:01:00,12
158,30/09/2025 00:07:01,S12 01.024 W76 58.992,138,0:01:00,8
159,30/09/2025 00:08:01,S12 00.873 W76 58.916,312,0:01:00,19
160,30/09/2025 00:09:01,S12 00.789 W76 58.840,209,0:01:00,13
161,30/09/2025 00:09:09,S12 00.788 W76 58.838,3,0:00:08,2
162,30/09/2025 00:10:09,S12 00.669 W76 58.753,269,0:01:00,16
163,30/09/2025 00:10:15,S12 00.668 W76 58.753,2,0:00:06,1
164,30/09/2025 00:10:36,S12 00.622 W76 58.756,86,0:00:21,15
165,30/09/2025 00:11:03,S12 00.598 W76 58.777,59,0:00:27,8
166,30/09/2025 00:11:30,S12 00.588 W76 58.830,98,0:00:27,13
167,30/09/2025 00:11:51,S12 00.604 W76 58.872,81,0:00:21,14
168,30/09/2025 00:12:51,S12 00.678 W76 58.952,200,0:01:00,12
169,30/09/2025 00:13:51,S12 00.729 W76 59.065,226,0:01:00,14
170,30/09/2025 00:14:47,S12 00.818 W76 59.171,254,0:00:56,16
171,30/09/2025 00:15:32,S12 00.873 W76 59.209,122,0:00:45,10
172,30/09/2025 00:16:32,S12 00.932 W76 59.293,188,0:01:00,11
173,30/09/2025 00:17:01,S12 00.939 W76 59.292,14,0:00:29,2
174,30/09/2025 00:17:03,S12 00.940 W76 59.289,5,0:00:02,9
175,30/09/2025 00:17:05,S12 00.939 W76 59.286,6,0:00:02,12
176,30/09/2025 00:17:54,S12 00.857 W76 59.180,244,0:00:49,18
177,30/09/2025 00:18:49,S12 00.749 W76 59.077,273,0:00:55,18
178,30/09/2025 00:19:49,S12 00.686 W76 58.950,259,0:01:00,16
179,30/09/2025 00:20:42,S12 00.635 W76 58.887,148,0:00:53,10
180,30/09/2025 00:22:59,S12 00.634 W76 58.889,3,0:02:17,0
181,30/09/2025 00:26:09,S12 00.634 W76 58.889,0,0:03:10,0
182,30/09/2025 00:29:19,S12 00.634 W76 58.889,0,0:03:10,0
183,30/09/2025 00:32:29,S12 00.634 W76 58.889,0,0:03:10,0
184,30/09/2025 00:35:40,S12 00.634 W76 58.889,0,0:03:11,0
185,30/09/2025 00:38:52,S12 00.634 W76 58.889,0,0:03:12,0
186,30/09/2025 00:42:03,S12 00.634 W76 58.889,0,0:03:11,0
187,30/09/2025 00:45:13,S12 00.634 W76 58.889,0,0:03:10,0
188,30/09/2025 00:48:25,S12 00.634 W76 58.889,0,0:03:12,0
189,30/09/2025 00:51:12,S12 00.634 W76 58.889,0,0:02:47,0
190,30/09/2025 00:51:15,S12 00.634 W76 58.889,0,0:00:03,0
191,30/09/2025 00:51:33,S12 00.627 W76 58.883,18,0:00:18,4
192,30/09/2025 00:51:37,S12 00.621 W76 58.879,11,0:00:04,10
193,30/09/2025 00:51:39,S12 00.618 W76 58.880,6,0:00:02,11
194,30/09/2025 00:51:41,S12 00.617 W76 58.883,6,0:00:02,10
195,30/09/2025 00:51:43,S12 00.617 W76 58.886,6,0:00:02,10
196,30/09/2025 00:52:43,S12 00.699 W76 59.009,269,0:01:00,16
197,30/09/2025 00:53:43,S12 00.733 W76 59.069,126,0:01:00,8
198,30/09/2025 00:54:28,S12 00.810 W76 59.165,225,0:00:45,18
199,30/09/2025 00:54:40,S12 00.828 W76 59.174,37,0:00:12,11
200,30/09/2025 00:54:42,S12 00.830 W76 59.173,4,0:00:02,8
201,30/09/2025 00:55:36,S12 00.887 W76 59.064,224,0:00:54,15
202,30/09/2025 00:55:40,S12 00.891 W76 59.066,8,0:00:04,8
203,30/09/2025 00:56:40,S12 00.985 W76 59.114,195,0:01:00,12
204,30/09/2025 00:56:47,S12 00.988 W76 59.113,5,0:00:07,3
205,30/09/2025 00:56:51,S12 00.990 W76 59.109,9,0:00:04,8
206,30/09/2025 00:57:51,S12 01.001 W76 59.095,31,0:01:00,2
207,30/09/2025 00:58:51,S12 01.001 W76 59.095,0,0:01:00,0
208,30/09/2025 00:59:44,S12 01.002 W76 59.091,8,0:00:53,1
209,30/09/2025 01:00:43,S12 01.019 W76 59.055,73,0:00:59,4
